blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,digitSpan,digits,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,instructions.started,instructions.stopped,cont_button_2.started,cont_button_2.stopped,start_mouse.x,start_mouse.y,start_mouse.leftButton,start_mouse.midButton,start_mouse.rightButton,start_mouse.clicked_name,start_mouse.started,start_mouse.stopped,fixation.started,fixation.stopped,pres_text.started,pres_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,65.48118020012043,None,65.48118020012043,None,0.042592593,-0.39722222,1,0,0,cont_button,0.002238500164821744,None,,,,,22,001,2022_Feb_14_1126,Español Digit Span Task,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2122802999802,91.23918409994803,91.21695669996552,None,,,,,,,
