condition_file,digitSpan,digits,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,thisRow.t,notes,Instructions.started,Instrucciones.started,cont_boton_2.started,start_mouse.started,Instructions.stopped,start_mouse.x,start_mouse.y,start_mouse.leftButton,start_mouse.midButton,start_mouse.rightButton,start_mouse.clicked_name,Presentation.started,fixation.started,pres_text.started,fixation.stopped,pres_text.stopped,Presentation.stopped,Recall.started,recall_txt.started,textbox.started,cont_button.started,mouse.started,Recall.stopped,textbox.text,correct,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Feedback.started,Texto_Retroalimentación.started,Texto_Retroalimentación.stopped,Feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.02318419999210164,0.03325420001056045,0.03325420001056045,0.02297069999622181,7.46628510003211,0.025,-0.4166666666666667,1,0,0,cont_button,,,,,,,,,,,,,,,,,,,,,,,,,cris,001,2024-03-06_13h30.24.584,Digit Span Task,2023.2.3,74.96246251850515,2024-03-06 13h30.32.888518 -0300,
three.xlsx,3,217,0,0,0,0,0,0,0,0,,,,,11.477107000013348,,,,,,,,,,,,,11.464299999992363,11.477107000013348,12.477453700033948,12.477453700033948,13.47787350002909,13.464864899986424,13.464919099991675,13.47787350002909,13.47787350002909,13.47787350002909,0.010348799987696111,16.60029949998716,217,1,-0.04259259259259259,-0.3925925925925926,1,0,0,cont_button,16.601170799985994,16.612344400025904,17.61273719999008,17.599801200034562,cris,001,2024-03-06_13h30.24.584,Digit Span Task,2023.2.3,74.96246251850515,2024-03-06 13h30.32.888518 -0300,
three.xlsx,3,486,0,0,0,0,0,1,1,1,,,,,21.60087210003985,,,,,,,,,,,,,21.58818970003631,21.60087210003985,22.601456900010817,22.601456900010817,23.61521640000865,23.590033299988136,23.59026480000466,23.61521640000865,23.61521640000865,23.61521640000865,0.014320400019641966,27.19042709999485,487,0,-0.025925925925925925,-0.42685185185185187,1,0,0,cont_button,27.191006100038067,27.242987400037237,,28.203433600021526,cris,001,2024-03-06_13h30.24.584,Digit Span Task,2023.2.3,74.96246251850515,2024-03-06 13h30.32.888518 -0300,
,,,,,,,,,,,,,,,28.21671140001854,,,,,,,,,,,,,28.20399660000112,28.21671140001854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
