practice_round.thisRepN,practice_round.thisTrialN,practice_round.thisN,practice_round.thisIndex,subject,type,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,stim_left_name_feedback,stim_right_name_feedback,optimal_stim,optimal_choice,thisRow.t,notes,intro.started,key_resp_1.started,intro.stopped,instr1.started,instr1.stopped,instr2.started,key_resp_4.started,instr2.stopped,instr3.started,instr3.stopped,prac_instr.started,prac_instr.stopped,BlockInstruct.started,BlockInstr_disp.started,BlockInstruct.stopped,fixation.started,iti.started,fixation.stopped,stimuli.started,left.started,right.started,key_resp.started,stimuli.stopped,key_resp.keys,key_resp.corr,stimuli_feedback.started,left_feedback.started,right_feedback.started,stimuli_feedback.stopped,feedback.started,cumulativePts_self,outcomeDescr,feedback_text.started,feedback.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,13.688855300017167,,0.0039203000196721405,0.0172694000066258,2.472060900006909,2.4720762000069954,2.845446199993603,2.845462800003588,2.8581003000144847,3.0988586000166833,3.098876600008225,3.3924580000166316,3.392473899992183,3.672540800005663,13.675815499998862,13.688855300017167,13.676184900017688,13.676198700006353,13.688855300017167,14.182410200010054,14.182423499994911,14.208985900011612,14.208985900011612,14.208985900011612,11.181328200007556,None,0,11.181772300013108,11.288255199993728,11.288255199993728,11.674856099998578,12.18166200001724,1000,missed,12.194904200005112,13.675553100008983,,,,,,,
