practice_round.thisRepN,practice_round.thisTrialN,practice_round.thisN,practice_round.thisIndex,key_resp_1.started,key_resp_4.started,BlockInstr_disp.started,iti.started,left.started,right.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,chosen_stim_name,chosen_stim_0,chosen_stim_1,true_accuracy,left_feedback.started,right_feedback.started,cumulativePts_self,outcomeDescr,outcome,feedback_text.started,iti.stopped,feedback_text.stopped,left_feedback.stopped,right_feedback.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,8.02223000000231,19.406007166951895,83.70956229197327,85.17664958297973,84.21351037500426,84.21351037500426,84.21351037500426,right,1,0.41679033305263147,stimuli/slotA_up.jpg,1,0,1,84.66466633300297,84.66466633300297,2000,self win,1,85.67636587499874,84.21351037500426,73.22616724995896,71.2262106249691,71.2262106249691,,,,,,
