Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,corrAns,sameOrDiff
0.0002,11.6586,158222,001,2023-12-20_15h27.02.869,glasgow_face_matching,2023.2.2,Win32,59.88023952,,,,,,,,,,,,,,,,
,,158222,001,2023-12-20_15h27.02.869,glasgow_face_matching,2023.2.2,Win32,59.88023952,11.6746,13.5742,left,1,1.8662,,13.5745,14.5734,0,0,0,2,1,same/168_C2_DV.jpg,left,same
,,158222,001,2023-12-20_15h27.02.869,glasgow_face_matching,2023.2.2,Win32,59.88023952,14.5745,15.9918,left,1,1.3968,,15.9918,16.9894,0,1,1,3,1,same/170_DV_C2.jpg,left,same
,,158222,001,2023-12-20_15h27.02.869,glasgow_face_matching,2023.2.2,Win32,59.88023952,16.9905,18.0272,right,1,1.0165,,18.0273,19.0221,0,2,2,6,1,different/013_235_R.jpg,right,different
,,158222,001,2023-12-20_15h27.02.869,glasgow_face_matching,2023.2.2,Win32,59.88023952,19.0232,19.8928,right,1,0.849,,19.8929,20.8888,0,3,3,7,1,different/019_074_L.jpg,right,different
,,158222,001,2023-12-20_15h27.02.869,glasgow_face_matching,2023.2.2,Win32,59.88023952,20.8898,22.6109,left,1,1.7002,,22.611,23.6055,0,4,4,5,1,same/303_DV_C2.jpg,left,same
,,158222,001,2023-12-20_15h27.02.869,glasgow_face_matching,2023.2.2,Win32,59.88023952,23.6065,24.6376,right,1,1.0026,,24.6378,25.6383,0,5,5,9,1,different/049_218_L.jpg,right,different
,,158222,001,2023-12-20_15h27.02.869,glasgow_face_matching,2023.2.2,Win32,59.88023952,25.6392,27.1384,left,1,1.4632,,27.1387,28.1379,0,6,6,1,1,same/139_DV_C2.jpg,left,same
,,158222,001,2023-12-20_15h27.02.869,glasgow_face_matching,2023.2.2,Win32,59.88023952,28.1389,29.2051,right,0,1.0299,,29.2054,30.2041,0,7,7,4,1,same/235_C2_DV.jpg,left,same
,,158222,001,2023-12-20_15h27.02.869,glasgow_face_matching,2023.2.2,Win32,59.88023952,30.2051,32.2258,right,1,1.9958,,32.2259,33.2228,0,8,8,10,1,different/076_109_R.jpg,right,different
,,158222,001,2023-12-20_15h27.02.869,glasgow_face_matching,2023.2.2,Win32,59.88023952,33.2235,34.2363,left,1,0.9841,,34.2365,35.2365,0,9,9,0,1,same/136_C2_DV.jpg,left,same
,,158222,001,2023-12-20_15h27.02.869,glasgow_face_matching,2023.2.2,Win32,59.88023952,35.2369,36.3534,right,1,1.0801,,36.3537,37.3556,0,10,10,8,1,different/025_235_L.jpg,right,different
,,158222,001,2023-12-20_15h27.02.869,glasgow_face_matching,2023.2.2,Win32,59.88023952,37.3563,38.8032,right,1,1.4144,,38.8035,39.8026,0,11,11,11,1,different/077_133_R.jpg,right,different
