7.2906 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
7.9837 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000207B5DEBCA0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000207B5DEBC40>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000207B5DEBAC0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000207B6177340>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.9838 	EXP 	window1: mouseVisible = True
7.9838 	EXP 	window1: backgroundImage = ''
7.9838 	EXP 	window1: backgroundFit = 'none'
7.9857 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.9858 	EXP 	window1: recordFrameIntervals = False
8.1168 	EXP 	window1: recordFrameIntervals = True
8.2636 	EXP 	Screen (0) actual frame rate measured at 75.02Hz
8.2636 	EXP 	window1: recordFrameIntervals = False
8.2637 	EXP 	window1: mouseVisible = False
12.0188 	EXP 	glasgow_face_matching: status = STARTED
12.0193 	EXP 	window1: mouseVisible = True
12.2750 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
12.2753 	EXP 	window1: mouseVisible = True
