34.0695 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
35.3192 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BBB7EA8C70>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BBB7EA8C10>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BBB7EA8A30>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001BBB8247610>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
35.3193 	EXP 	window1: mouseVisible = True
35.3193 	EXP 	window1: backgroundImage = ''
35.3194 	EXP 	window1: backgroundFit = 'none'
35.3220 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
35.3220 	EXP 	window1: recordFrameIntervals = False
35.4520 	EXP 	window1: recordFrameIntervals = True
35.5988 	EXP 	Screen (0) actual frame rate measured at 75.02Hz
35.5988 	EXP 	window1: recordFrameIntervals = False
35.5989 	EXP 	window1: mouseVisible = False
38.9834 	EXP 	glasgow_face_matching: status = STARTED
38.9838 	EXP 	window1: mouseVisible = True
40.2558 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
40.2562 	EXP 	window1: mouseVisible = True
40.2564 	EXP 	window1: mouseVisible = True
40.2572 	EXP 	window1: mouseVisible = True
40.2579 	EXP 	window1: mouseVisible = True
42.0160 	EXP 	window1: mouseVisible = True
42.0162 	EXP 	window1: mouseVisible = True
42.0168 	EXP 	window1: mouseVisible = True
42.0173 	EXP 	window1: mouseVisible = True
42.0258 	EXP 	window1: mouseVisible = True
43.2437 	EXP 	Created background_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
43.2439 	EXP 	window1: mouseVisible = True
43.2611 	EXP 	Created faces = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.25, 0.78]), texRes=128, units='height', win=Window(...))
43.2614 	EXP 	window1: mouseVisible = True
43.2616 	EXP 	window1: mouseVisible = True
43.2623 	EXP 	window1: mouseVisible = True
43.2628 	EXP 	window1: mouseVisible = True
43.2669 	EXP 	window1: mouseVisible = True
43.2670 	EXP 	window1: mouseVisible = True
43.2676 	EXP 	window1: mouseVisible = True
43.2683 	EXP 	window1: mouseVisible = True
43.2726 	EXP 	window1: mouseVisible = True
43.2728 	EXP 	window1: mouseVisible = True
43.2734 	EXP 	window1: mouseVisible = True
43.2741 	EXP 	window1: mouseVisible = True
43.2980 	EXP 	window1: mouseVisible = True
43.2982 	EXP 	window1: mouseVisible = True
43.2990 	EXP 	window1: mouseVisible = True
43.2996 	EXP 	window1: mouseVisible = True
43.3035 	EXP 	window1: mouseVisible = True
44.4939 	EXP 	Created background_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
44.4942 	EXP 	window1: mouseVisible = True
44.4944 	EXP 	window1: mouseVisible = True
44.4951 	EXP 	window1: mouseVisible = True
44.4957 	EXP 	window1: mouseVisible = True
44.5002 	EXP 	window1: mouseVisible = True
44.5003 	EXP 	window1: mouseVisible = True
44.5010 	EXP 	window1: mouseVisible = True
44.5016 	EXP 	window1: mouseVisible = True
44.5057 	EXP 	window1: mouseVisible = True
44.5058 	EXP 	window1: mouseVisible = True
44.5064 	EXP 	window1: mouseVisible = True
44.5070 	EXP 	window1: mouseVisible = True
44.5117 	EXP 	window1: mouseVisible = True
44.5119 	EXP 	window1: mouseVisible = True
44.5124 	EXP 	window1: mouseVisible = True
44.5130 	EXP 	window1: mouseVisible = True
44.5169 	EXP 	window1: mouseVisible = True
44.5171 	EXP 	window1: mouseVisible = True
44.5176 	EXP 	window1: mouseVisible = True
44.5182 	EXP 	window1: mouseVisible = True
44.5227 	EXP 	window1: mouseVisible = True
44.5228 	EXP 	window1: mouseVisible = True
44.5234 	EXP 	window1: mouseVisible = True
44.5240 	EXP 	window1: mouseVisible = True
44.5280 	EXP 	window1: mouseVisible = True
45.8373 	EXP 	Created background_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
45.8376 	EXP 	window1: mouseVisible = True
45.8378 	EXP 	window1: mouseVisible = True
45.8384 	EXP 	window1: mouseVisible = True
45.8389 	EXP 	window1: mouseVisible = True
45.8434 	EXP 	window1: mouseVisible = True
45.8435 	EXP 	window1: mouseVisible = True
45.8442 	EXP 	window1: mouseVisible = True
45.8448 	EXP 	window1: mouseVisible = True
0.0080 	EXP 	instructionstxt: autoLog = True
0.0080 	EXP 	trial_counter: autoLog = True
0.0080 	EXP 	reminder: autoLog = True
0.0080 	EXP 	textbox: autoLog = True
0.0080 	EXP 	reminder_2: autoLog = True
0.0080 	EXP 	trial_counter_2: autoLog = True
0.0080 	EXP 	endmsg: autoLog = True
0.0338 	EXP 	background: autoDraw = True
0.0338 	EXP 	instructionstxt: autoDraw = True
10.7267 	EXP 	Imported conditions_short.xlsx as conditions, 40 conditions, 3 params
10.7275 	EXP 	Created sequence: random, trialTypes=40, nReps=1, seed=None
10.7277 	EXP 	New trial (rep=0, index=0): {'imageFile': 'different/32c.png', 'corrAns': 'right', 'sameOrDiff': 'different'}
10.7896 	DATA 	Keypress: right
10.7980 	EXP 	background: autoDraw = False
10.7980 	EXP 	instructionstxt: autoDraw = False
10.7980 	EXP 	faces: image = 'different/32c.png'
10.7980 	EXP 	background_2: autoDraw = True
10.7980 	EXP 	faces: autoDraw = True
10.7980 	EXP 	trial_counter: autoDraw = True
10.7980 	EXP 	reminder: autoDraw = True
14.9904 	DATA 	Keypress: right
15.0260 	EXP 	background_2: autoDraw = False
15.0260 	EXP 	faces: autoDraw = False
15.0260 	EXP 	trial_counter: autoDraw = False
15.0260 	EXP 	reminder: autoDraw = False
