7.4448 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
8.1515 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AF5657BCD0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AF5657BC70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AF5657BAF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001AF56917430>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.1516 	EXP 	window1: mouseVisible = True
8.1517 	EXP 	window1: backgroundImage = ''
8.1517 	EXP 	window1: backgroundFit = 'none'
8.1548 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.1548 	EXP 	window1: recordFrameIntervals = False
8.2843 	EXP 	window1: recordFrameIntervals = True
8.4312 	EXP 	Screen (0) actual frame rate measured at 74.91Hz
8.4313 	EXP 	window1: recordFrameIntervals = False
8.4315 	EXP 	window1: mouseVisible = False
11.5864 	EXP 	glasgow_face_matching: status = STARTED
11.5868 	EXP 	window1: mouseVisible = True
11.8369 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
11.8372 	EXP 	window1: mouseVisible = True
11.8374 	EXP 	window1: mouseVisible = True
11.8381 	EXP 	window1: mouseVisible = True
11.8388 	EXP 	window1: mouseVisible = True
11.9958 	EXP 	window1: mouseVisible = True
11.9960 	EXP 	window1: mouseVisible = True
11.9965 	EXP 	window1: mouseVisible = True
11.9971 	EXP 	window1: mouseVisible = True
