imageFile,corrAns,sameOrDiff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,background.started,startKey.started,instructionstxt.started,Instructions.stopped,trial.started,background_2.started,faces.started,resp.started,trial_counter.started,reminder.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,background_3.started,textbox.started,reminder_2.started,trial_counter_2.started,feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
same/55a.png,left,same,0,0,0,0,2.0687460000044666,,0.015632000024197623,0.041262000013375655,0.041262000013375655,0.041262000013375655,1.9625711000117008,1.9731688000028953,2.0687460000044666,2.0687460000044666,2.0687460000044666,2.0687460000044666,2.0687460000044666,7.1380529000016395,right,0,5.067165899992688,None,7.138623200007714,7.163790500024334,7.163790500024334,7.163790500024334,7.163790500024334,8.150912500015693,589618,001,2024-04-21_15h46.55.889,glasgow_face_matching,2023.2.3,74.92236171223479,2024-04-21 15h47.04.119610 -0400,
same/98a.png,left,same,0,1,1,19,8.204183300025761,,,,,,,8.15118500002427,8.204183300025761,8.204183300025761,8.204183300025761,8.204183300025761,8.204183300025761,8.85864330001641,left,1,0.6437055999995209,None,8.85900210001273,8.897749900002964,8.897749900002964,8.897749900002964,8.897749900002964,9.87157460002345,589618,001,2024-04-21_15h46.55.889,glasgow_face_matching,2023.2.3,74.92236171223479,2024-04-21 15h47.04.119610 -0400,
same/74a.png,left,same,0,2,2,9,9.924806100025307,,,,,,,9.871897300006822,9.924806100025307,9.924806100025307,9.924806100025307,9.924806100025307,9.924806100025307,11.059278400003677,left,1,1.1228321999951731,None,11.059606100025121,11.085266700014472,11.085266700014472,11.085266700014472,11.085266700014472,12.072351300012087,589618,001,2024-04-21_15h46.55.889,glasgow_face_matching,2023.2.3,74.92236171223479,2024-04-21 15h47.04.119610 -0400,
different/22a.png,right,different,0,3,3,28,12.112288500007708,,,,,,,12.072604400018463,12.112288500007708,12.112288500007708,12.112288500007708,12.112288500007708,12.112288500007708,13.460022900020704,right,1,1.3433244999905583,None,13.46035780000966,13.486159000021871,13.486159000021871,13.486159000021871,13.486159000021871,14.473255900025833,589618,001,2024-04-21_15h46.55.889,glasgow_face_matching,2023.2.3,74.92236171223479,2024-04-21 15h47.04.119610 -0400,
same/75c.png,left,same,0,4,4,10,14.513181100017391,,,,,,,14.473516700003529,14.513181100017391,14.513181100017391,14.513181100017391,14.513181100017391,14.513181100017391,16.314601600024616,left,1,1.790954000025522,None,16.31494870001916,16.34052490000613,16.34052490000613,16.34052490000613,16.34052490000613,17.327630600018892,589618,001,2024-04-21_15h46.55.889,glasgow_face_matching,2023.2.3,74.92236171223479,2024-04-21 15h47.04.119610 -0400,
same/81b.png,left,same,0,5,5,14,17.367569599999115,,,,,,,17.327868500025943,17.367569599999115,17.367569599999115,17.367569599999115,17.367569599999115,17.367569599999115,18.262033400009386,right,0,0.8886450000281911,None,18.262382500019157,18.28789990002406,18.28789990002406,18.28789990002406,18.28789990002406,19.275018200016348,589618,001,2024-04-21_15h46.55.889,glasgow_face_matching,2023.2.3,74.92236171223479,2024-04-21 15h47.04.119610 -0400,
different/25a.png,right,different,0,6,6,30,19.314958400005708,,,,,,,19.27526660001604,19.314958400005708,19.314958400005708,19.314958400005708,19.314958400005708,19.314958400005708,21.596550000016578,left,0,2.2692823999968823,None,21.596878700016532,21.62246860002051,21.62246860002051,21.62246860002051,21.62246860002051,22.60961720001069,589618,001,2024-04-21_15h46.55.889,glasgow_face_matching,2023.2.3,74.92236171223479,2024-04-21 15h47.04.119610 -0400,
same/88b.png,left,same,0,7,7,17,22.66287359999842,,,,,,,22.609868100000313,22.66287359999842,22.66287359999842,22.66287359999842,22.66287359999842,22.66287359999842,25.918214200006332,left,1,3.248638300021412,None,25.91856530000223,25.94410950000747,25.94410950000747,25.94410950000747,25.94410950000747,26.9316427000158,589618,001,2024-04-21_15h46.55.889,glasgow_face_matching,2023.2.3,74.92236171223479,2024-04-21 15h47.04.119610 -0400,
different/18a.png,right,different,0,8,8,25,27.011644900019746,,,,,,,26.93216100000427,27.011644900019746,27.011644900019746,27.011644900019746,27.011644900019746,27.011644900019746,28.85256769999978,left,0,1.8281347999873105,None,28.852901400008705,28.87848140002461,28.87848140002461,28.87848140002461,28.87848140002461,29.86561900001834,589618,001,2024-04-21_15h46.55.889,glasgow_face_matching,2023.2.3,74.92236171223479,2024-04-21 15h47.04.119610 -0400,
same/57c.png,left,same,0,9,9,2,29.905527200025972,,,,,,,29.865862600010587,29.905527200025972,29.905527200025972,29.905527200025972,29.905527200025972,29.905527200025972,30.679940700007137,left,1,0.7664287000079639,None,30.680298300023424,30.705855200008955,30.705855200008955,30.705855200008955,30.705855200008955,31.69298040002468,589618,001,2024-04-21_15h46.55.889,glasgow_face_matching,2023.2.3,74.92236171223479,2024-04-21 15h47.04.119610 -0400,
different/7c.png,right,different,0,10,10,22,31.73292730000685,,,,,,,31.693247500021243,31.73292730000685,31.73292730000685,31.73292730000685,31.73292730000685,31.73292730000685,32.3473652000248,left,0,0.6104277000122238,None,32.347742400015704,32.37316440002178,32.37316440002178,32.37316440002178,32.37316440002178,33.36022640002193,589618,001,2024-04-21_15h46.55.889,glasgow_face_matching,2023.2.3,74.92236171223479,2024-04-21 15h47.04.119610 -0400,
,,,,,,,33.40019549999852,,,,,,,33.36047210000106,33.40019549999852,33.40019549999852,33.40019549999852,33.40019549999852,33.40019549999852,33.89455470000394,left,0,0.4872918000037316,None,33.894893800024875,33.92035410000244,33.92035410000244,33.92035410000244,33.92035410000244,,,,,,,,,
