19.5075 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
20.7326 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001CE798D7CD0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001CE798D7C70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001CE798D7A90>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001CE79C77790>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.7327 	EXP 	window1: mouseVisible = True
20.7327 	EXP 	window1: backgroundImage = ''
20.7327 	EXP 	window1: backgroundFit = 'none'
20.7346 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
20.7347 	EXP 	window1: recordFrameIntervals = False
20.8657 	EXP 	window1: recordFrameIntervals = True
21.0255 	WARNING 	t of last frame was 26.35ms (=1/37)
21.1592 	EXP 	Screen (0) actual frame rate measured at 74.92Hz
21.1592 	EXP 	window1: recordFrameIntervals = False
21.1593 	EXP 	window1: mouseVisible = False
32.4165 	EXP 	glasgow_face_matching: status = STARTED
32.4168 	EXP 	window1: mouseVisible = True
33.9715 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
33.9719 	EXP 	window1: mouseVisible = True
33.9720 	EXP 	window1: mouseVisible = True
33.9726 	EXP 	window1: mouseVisible = True
33.9731 	EXP 	window1: mouseVisible = True
34.0941 	EXP 	window1: mouseVisible = True
34.0942 	EXP 	window1: mouseVisible = True
34.0949 	EXP 	window1: mouseVisible = True
34.0955 	EXP 	window1: mouseVisible = True
34.1042 	EXP 	window1: mouseVisible = True
35.4852 	EXP 	Created background_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
35.4853 	EXP 	window1: mouseVisible = True
35.5408 	EXP 	Created faces = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.25, 0.78]), texRes=128, units='height', win=Window(...))
35.5411 	EXP 	window1: mouseVisible = True
35.5412 	EXP 	window1: mouseVisible = True
35.5418 	EXP 	window1: mouseVisible = True
35.5423 	EXP 	window1: mouseVisible = True
35.5462 	EXP 	window1: mouseVisible = True
35.5464 	EXP 	window1: mouseVisible = True
35.5469 	EXP 	window1: mouseVisible = True
35.5475 	EXP 	window1: mouseVisible = True
35.5516 	EXP 	window1: mouseVisible = True
35.5518 	EXP 	window1: mouseVisible = True
35.5523 	EXP 	window1: mouseVisible = True
35.5529 	EXP 	window1: mouseVisible = True
35.5767 	EXP 	window1: mouseVisible = True
35.5769 	EXP 	window1: mouseVisible = True
35.5775 	EXP 	window1: mouseVisible = True
35.5782 	EXP 	window1: mouseVisible = True
35.5852 	EXP 	window1: mouseVisible = True
37.1576 	EXP 	Created background_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
37.1579 	EXP 	window1: mouseVisible = True
37.1580 	EXP 	window1: mouseVisible = True
37.1586 	EXP 	window1: mouseVisible = True
37.1592 	EXP 	window1: mouseVisible = True
37.1632 	EXP 	window1: mouseVisible = True
37.1633 	EXP 	window1: mouseVisible = True
37.1639 	EXP 	window1: mouseVisible = True
37.1644 	EXP 	window1: mouseVisible = True
37.1682 	EXP 	window1: mouseVisible = True
37.1684 	EXP 	window1: mouseVisible = True
37.1689 	EXP 	window1: mouseVisible = True
37.1694 	EXP 	window1: mouseVisible = True
37.1735 	EXP 	window1: mouseVisible = True
37.1737 	EXP 	window1: mouseVisible = True
37.1742 	EXP 	window1: mouseVisible = True
37.1747 	EXP 	window1: mouseVisible = True
37.1784 	EXP 	window1: mouseVisible = True
37.1785 	EXP 	window1: mouseVisible = True
37.1790 	EXP 	window1: mouseVisible = True
37.1796 	EXP 	window1: mouseVisible = True
37.1857 	EXP 	window1: mouseVisible = True
37.1858 	EXP 	window1: mouseVisible = True
37.1864 	EXP 	window1: mouseVisible = True
37.1869 	EXP 	window1: mouseVisible = True
37.1907 	EXP 	window1: mouseVisible = True
