Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,corrAns,sameOrDiff
0.0003,13.8996,873340,001,2023-12-23_12h41.13.818,glasgow_face_matching,2023.2.2,MacIntel,59.52380952,,,,,,,,,,,,,,,,
,,873340,001,2023-12-23_12h41.13.818,glasgow_face_matching,2023.2.2,MacIntel,59.52380952,13.9276,18.4449,right,0,4.4664,,18.4451,19.4456,0,0,0,3,1,same/170_DV_C2.jpg,left,same
,,873340,001,2023-12-23_12h41.13.818,glasgow_face_matching,2023.2.2,MacIntel,59.52380952,19.4477,21.7503,right,1,2.2732,,21.7504,22.7564,0,1,1,6,1,different/013_235_R.jpg,right,different
,,873340,001,2023-12-23_12h41.13.818,glasgow_face_matching,2023.2.2,MacIntel,59.52380952,22.7568,30.7777,left,0,7.9863,,30.7778,31.7784,0,2,2,10,1,different/076_109_R.jpg,right,different
,,873340,001,2023-12-23_12h41.13.818,glasgow_face_matching,2023.2.2,MacIntel,59.52380952,31.7801,37.1606,left,0,5.3512,,37.1607,38.1613,0,3,3,8,1,different/025_235_L.jpg,right,different
,,873340,001,2023-12-23_12h41.13.818,glasgow_face_matching,2023.2.2,MacIntel,59.52380952,38.1619,40.3833,right,1,2.1918,,40.3834,41.3724,0,4,4,7,1,different/019_074_L.jpg,right,different
,,873340,001,2023-12-23_12h41.13.818,glasgow_face_matching,2023.2.2,MacIntel,59.52380952,41.3729,43.4608,left,1,2.0545,,43.4609,44.4638,0,5,5,1,1,same/139_DV_C2.jpg,left,same
,,873340,001,2023-12-23_12h41.13.818,glasgow_face_matching,2023.2.2,MacIntel,59.52380952,44.4643,48.054,right,1,3.56,,48.0541,49.0572,0,6,6,11,1,different/077_133_R.jpg,right,different
,,873340,001,2023-12-23_12h41.13.818,glasgow_face_matching,2023.2.2,MacIntel,59.52380952,49.0575,50.6947,left,1,1.608,,50.6948,51.6975,0,7,7,0,1,same/136_C2_DV.jpg,left,same
,,873340,001,2023-12-23_12h41.13.818,glasgow_face_matching,2023.2.2,MacIntel,59.52380952,51.698,53.5856,left,1,1.8594,,53.5857,54.5737,0,8,8,2,1,same/168_C2_DV.jpg,left,same
,,873340,001,2023-12-23_12h41.13.818,glasgow_face_matching,2023.2.2,MacIntel,59.52380952,54.5745,56.5613,left,1,1.9607,,56.5619,57.5654,0,9,9,4,1,same/235_C2_DV.jpg,left,same
,,873340,001,2023-12-23_12h41.13.818,glasgow_face_matching,2023.2.2,MacIntel,59.52380952,57.5659,59.5185,left,0,1.9241,,59.5186,60.521,0,10,10,9,1,different/049_218_L.jpg,right,different
,,873340,001,2023-12-23_12h41.13.818,glasgow_face_matching,2023.2.2,MacIntel,59.52380952,60.5214,62.5767,left,1,2.0255,,62.5767,63.5649,0,11,11,5,1,same/303_DV_C2.jpg,left,same
