37.5831 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
39.2868 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000105B9408C70>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000105B9408C10>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000105B9408A30>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000105B97A7610>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
39.2869 	EXP 	window1: mouseVisible = True
39.2869 	EXP 	window1: backgroundImage = ''
39.2869 	EXP 	window1: backgroundFit = 'none'
39.2886 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
39.2886 	EXP 	window1: recordFrameIntervals = False
39.4197 	EXP 	window1: recordFrameIntervals = True
39.5666 	EXP 	Screen (0) actual frame rate measured at 74.95Hz
39.5666 	EXP 	window1: recordFrameIntervals = False
39.5667 	EXP 	window1: mouseVisible = False
53.0465 	EXP 	glasgow_face_matching: status = STARTED
53.0730 	EXP 	window1: mouseVisible = True
54.7294 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
54.7300 	EXP 	window1: mouseVisible = True
54.7303 	EXP 	window1: mouseVisible = True
54.7313 	EXP 	window1: mouseVisible = True
54.7320 	EXP 	window1: mouseVisible = True
54.9144 	EXP 	window1: mouseVisible = True
54.9145 	EXP 	window1: mouseVisible = True
54.9152 	EXP 	window1: mouseVisible = True
54.9158 	EXP 	window1: mouseVisible = True
54.9261 	EXP 	window1: mouseVisible = True
