9.6160 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
11.0787 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000014B16C07C40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000014B16C07BE0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000014B16C07A00>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000014B16FA75E0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.0788 	EXP 	window1: mouseVisible = True
11.0788 	EXP 	window1: backgroundImage = ''
11.0788 	EXP 	window1: backgroundFit = 'none'
11.0815 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.0815 	EXP 	window1: recordFrameIntervals = False
11.2112 	EXP 	window1: recordFrameIntervals = True
11.3580 	EXP 	Screen (0) actual frame rate measured at 75.00Hz
11.3580 	EXP 	window1: recordFrameIntervals = False
11.3581 	EXP 	window1: mouseVisible = False
15.3898 	EXP 	glasgow_face_matching: status = STARTED
15.3901 	EXP 	window1: mouseVisible = True
16.5764 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
16.5768 	EXP 	window1: mouseVisible = True
16.5769 	EXP 	window1: mouseVisible = True
16.5775 	EXP 	window1: mouseVisible = True
16.5780 	EXP 	window1: mouseVisible = True
16.6751 	EXP 	window1: mouseVisible = True
16.6752 	EXP 	window1: mouseVisible = True
16.6758 	EXP 	window1: mouseVisible = True
16.6763 	EXP 	window1: mouseVisible = True
16.6840 	EXP 	window1: mouseVisible = True
17.8280 	EXP 	Created background_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
17.8281 	EXP 	window1: mouseVisible = True
17.8916 	EXP 	Created faces = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.25, 0.78]), texRes=128, units='height', win=Window(...))
17.8919 	EXP 	window1: mouseVisible = True
17.8920 	EXP 	window1: mouseVisible = True
17.8926 	EXP 	window1: mouseVisible = True
17.8930 	EXP 	window1: mouseVisible = True
17.8970 	EXP 	window1: mouseVisible = True
17.8972 	EXP 	window1: mouseVisible = True
17.8977 	EXP 	window1: mouseVisible = True
17.8982 	EXP 	window1: mouseVisible = True
17.9017 	EXP 	window1: mouseVisible = True
17.9019 	EXP 	window1: mouseVisible = True
17.9024 	EXP 	window1: mouseVisible = True
17.9030 	EXP 	window1: mouseVisible = True
17.9232 	EXP 	window1: mouseVisible = True
17.9233 	EXP 	window1: mouseVisible = True
17.9239 	EXP 	window1: mouseVisible = True
17.9249 	EXP 	window1: mouseVisible = True
17.9290 	EXP 	window1: mouseVisible = True
19.1330 	EXP 	Created background_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
19.1333 	EXP 	window1: mouseVisible = True
19.1335 	EXP 	window1: mouseVisible = True
19.1341 	EXP 	window1: mouseVisible = True
19.1348 	EXP 	window1: mouseVisible = True
19.1386 	EXP 	window1: mouseVisible = True
19.1388 	EXP 	window1: mouseVisible = True
19.1394 	EXP 	window1: mouseVisible = True
19.1399 	EXP 	window1: mouseVisible = True
19.1436 	EXP 	window1: mouseVisible = True
19.1437 	EXP 	window1: mouseVisible = True
19.1443 	EXP 	window1: mouseVisible = True
19.1449 	EXP 	window1: mouseVisible = True
19.1493 	EXP 	window1: mouseVisible = True
19.1495 	EXP 	window1: mouseVisible = True
19.1501 	EXP 	window1: mouseVisible = True
19.1506 	EXP 	window1: mouseVisible = True
19.1545 	EXP 	window1: mouseVisible = True
19.1546 	EXP 	window1: mouseVisible = True
19.1552 	EXP 	window1: mouseVisible = True
19.1558 	EXP 	window1: mouseVisible = True
19.1600 	EXP 	window1: mouseVisible = True
19.1602 	EXP 	window1: mouseVisible = True
19.1607 	EXP 	window1: mouseVisible = True
19.1613 	EXP 	window1: mouseVisible = True
19.1647 	EXP 	window1: mouseVisible = True
20.2867 	EXP 	Created background_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
20.2870 	EXP 	window1: mouseVisible = True
20.2871 	EXP 	window1: mouseVisible = True
20.2876 	EXP 	window1: mouseVisible = True
20.2881 	EXP 	window1: mouseVisible = True
20.2915 	EXP 	window1: mouseVisible = True
20.2916 	EXP 	window1: mouseVisible = True
20.2921 	EXP 	window1: mouseVisible = True
20.2926 	EXP 	window1: mouseVisible = True
0.0343 	EXP 	instructionstxt: autoLog = True
