18.8496 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
20.1858 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024D40E37CA0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024D40E37C40>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024D40E37A60>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000024D411D7760>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.1859 	EXP 	window1: mouseVisible = True
20.1859 	EXP 	window1: backgroundImage = ''
20.1859 	EXP 	window1: backgroundFit = 'none'
20.1877 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
20.1877 	EXP 	window1: recordFrameIntervals = False
20.3324 	EXP 	window1: recordFrameIntervals = True
20.4790 	EXP 	Screen (0) actual frame rate measured at 75.04Hz
20.4790 	EXP 	window1: recordFrameIntervals = False
20.4791 	EXP 	window1: mouseVisible = False
24.5225 	EXP 	glasgow_face_matching: status = STARTED
24.5337 	EXP 	window1: mouseVisible = True
26.0590 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
26.0594 	EXP 	window1: mouseVisible = True
26.0596 	EXP 	window1: mouseVisible = True
26.0602 	EXP 	window1: mouseVisible = True
26.0608 	EXP 	window1: mouseVisible = True
26.1831 	EXP 	window1: mouseVisible = True
26.1833 	EXP 	window1: mouseVisible = True
26.1838 	EXP 	window1: mouseVisible = True
26.1844 	EXP 	window1: mouseVisible = True
26.1934 	EXP 	window1: mouseVisible = True
27.4563 	EXP 	Created background_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
27.4564 	EXP 	window1: mouseVisible = True
27.5026 	EXP 	Created faces = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.25, 0.78]), texRes=128, units='height', win=Window(...))
27.5029 	EXP 	window1: mouseVisible = True
27.5031 	EXP 	window1: mouseVisible = True
27.5036 	EXP 	window1: mouseVisible = True
27.5041 	EXP 	window1: mouseVisible = True
27.5077 	EXP 	window1: mouseVisible = True
27.5078 	EXP 	window1: mouseVisible = True
27.5084 	EXP 	window1: mouseVisible = True
27.5089 	EXP 	window1: mouseVisible = True
27.5125 	EXP 	window1: mouseVisible = True
27.5127 	EXP 	window1: mouseVisible = True
27.5133 	EXP 	window1: mouseVisible = True
27.5138 	EXP 	window1: mouseVisible = True
27.5342 	EXP 	window1: mouseVisible = True
27.5343 	EXP 	window1: mouseVisible = True
27.5350 	EXP 	window1: mouseVisible = True
27.5356 	EXP 	window1: mouseVisible = True
27.5396 	EXP 	window1: mouseVisible = True
28.8208 	EXP 	Created background_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
28.8211 	EXP 	window1: mouseVisible = True
28.8212 	EXP 	window1: mouseVisible = True
28.8217 	EXP 	window1: mouseVisible = True
28.8222 	EXP 	window1: mouseVisible = True
28.8262 	EXP 	window1: mouseVisible = True
28.8264 	EXP 	window1: mouseVisible = True
28.8269 	EXP 	window1: mouseVisible = True
