17.8794 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
18.6571 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000143608E7D30>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000143608E7CD0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000143608E7AF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000014360C877F0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
18.6573 	EXP 	window1: mouseVisible = True
18.6573 	EXP 	window1: backgroundImage = ''
18.6574 	EXP 	window1: backgroundFit = 'none'
18.6593 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
18.6593 	EXP 	window1: recordFrameIntervals = False
18.7901 	EXP 	window1: recordFrameIntervals = True
18.9370 	EXP 	Screen (0) actual frame rate measured at 74.95Hz
18.9370 	EXP 	window1: recordFrameIntervals = False
18.9371 	EXP 	window1: mouseVisible = False
21.8882 	EXP 	glasgow_face_matching: status = STARTED
21.8886 	EXP 	window1: mouseVisible = True
23.1598 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
23.1601 	EXP 	window1: mouseVisible = True
23.1602 	EXP 	window1: mouseVisible = True
23.1608 	EXP 	window1: mouseVisible = True
23.1613 	EXP 	window1: mouseVisible = True
23.3318 	EXP 	window1: mouseVisible = True
23.3319 	EXP 	window1: mouseVisible = True
23.3326 	EXP 	window1: mouseVisible = True
23.3332 	EXP 	window1: mouseVisible = True
23.3443 	EXP 	window1: mouseVisible = True
24.7271 	EXP 	Created background_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
24.7272 	EXP 	window1: mouseVisible = True
24.7443 	EXP 	Created faces = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.25, 0.78]), texRes=128, units='height', win=Window(...))
24.7446 	EXP 	window1: mouseVisible = True
24.7447 	EXP 	window1: mouseVisible = True
24.7453 	EXP 	window1: mouseVisible = True
24.7459 	EXP 	window1: mouseVisible = True
24.7506 	EXP 	window1: mouseVisible = True
24.7507 	EXP 	window1: mouseVisible = True
24.7513 	EXP 	window1: mouseVisible = True
24.7519 	EXP 	window1: mouseVisible = True
24.7616 	EXP 	window1: mouseVisible = True
24.7618 	EXP 	window1: mouseVisible = True
24.7624 	EXP 	window1: mouseVisible = True
24.7630 	EXP 	window1: mouseVisible = True
24.7891 	EXP 	window1: mouseVisible = True
24.7893 	EXP 	window1: mouseVisible = True
24.7899 	EXP 	window1: mouseVisible = True
24.7904 	EXP 	window1: mouseVisible = True
24.7938 	EXP 	window1: mouseVisible = True
26.0509 	EXP 	Created background_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
26.0512 	EXP 	window1: mouseVisible = True
26.0513 	EXP 	window1: mouseVisible = True
26.0519 	EXP 	window1: mouseVisible = True
26.0524 	EXP 	window1: mouseVisible = True
26.0563 	EXP 	window1: mouseVisible = True
26.0565 	EXP 	window1: mouseVisible = True
26.0571 	EXP 	window1: mouseVisible = True
26.0576 	EXP 	window1: mouseVisible = True
26.0615 	EXP 	window1: mouseVisible = True
26.0617 	EXP 	window1: mouseVisible = True
26.0622 	EXP 	window1: mouseVisible = True
26.0628 	EXP 	window1: mouseVisible = True
26.0675 	EXP 	window1: mouseVisible = True
26.0676 	EXP 	window1: mouseVisible = True
26.0682 	EXP 	window1: mouseVisible = True
26.0689 	EXP 	window1: mouseVisible = True
26.0727 	EXP 	window1: mouseVisible = True
26.0728 	EXP 	window1: mouseVisible = True
26.0734 	EXP 	window1: mouseVisible = True
26.0742 	EXP 	window1: mouseVisible = True
26.0784 	EXP 	window1: mouseVisible = True
26.0785 	EXP 	window1: mouseVisible = True
26.0792 	EXP 	window1: mouseVisible = True
26.0798 	EXP 	window1: mouseVisible = True
26.0837 	EXP 	window1: mouseVisible = True
