7.0864 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
9.1148 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D8C6E27DF0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D8C6E27D90>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D8C6E27BB0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D8C71C78B0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.1151 	EXP 	window1: mouseVisible = True
9.1152 	EXP 	window1: backgroundImage = ''
9.1152 	EXP 	window1: backgroundFit = 'none'
9.1243 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.1245 	EXP 	window1: recordFrameIntervals = False
9.2601 	EXP 	window1: recordFrameIntervals = True
9.4069 	EXP 	Screen (0) actual frame rate measured at 74.98Hz
9.4070 	EXP 	window1: recordFrameIntervals = False
9.4071 	EXP 	window1: mouseVisible = False
12.3469 	EXP 	glasgow_face_matching: status = STARTED
12.3472 	EXP 	window1: mouseVisible = True
13.2637 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
13.2648 	EXP 	window1: mouseVisible = True
