Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,corrAns,sameOrDiff
0,7.832,063698,001,2023-10-26_13h48.51.736,glasgow_face_matching,2023.2.2,Win32,59.93048064,,,,,,,,,,,,,,,,
,,063698,001,2023-10-26_13h48.51.736,glasgow_face_matching,2023.2.2,Win32,59.93048064,7.8688,12.232,right,1,4.3078,,12.2493,13.2314,0,0,0,11,1,different/077_133_R.jpg,right,different
,,063698,001,2023-10-26_13h48.51.736,glasgow_face_matching,2023.2.2,Win32,59.93048064,13.2324,29.3194,left,0,16.0612,,29.3195,30.3144,0,1,1,7,1,different/019_074_L.jpg,right,different
,,063698,001,2023-10-26_13h48.51.736,glasgow_face_matching,2023.2.2,Win32,59.93048064,30.3151,34.0145,right,1,3.6613,,34.0147,35.0026,0,2,2,10,1,different/076_109_R.jpg,right,different
,,063698,001,2023-10-26_13h48.51.736,glasgow_face_matching,2023.2.2,Win32,59.93048064,35.0033,38.2864,left,1,3.2612,,38.2865,39.2811,0,3,3,0,1,same/136_C2_DV.jpg,left,same
,,063698,001,2023-10-26_13h48.51.736,glasgow_face_matching,2023.2.2,Win32,59.93048064,39.2818,40.4642,left,1,1.1508,,40.4642,41.4528,0,4,4,2,1,same/168_C2_DV.jpg,left,same
,,063698,001,2023-10-26_13h48.51.736,glasgow_face_matching,2023.2.2,Win32,59.93048064,41.4534,43.1641,right,1,1.6818,,43.1641,44.1643,0,5,5,6,1,different/013_235_R.jpg,right,different
,,063698,001,2023-10-26_13h48.51.736,glasgow_face_matching,2023.2.2,Win32,59.93048064,44.1647,46.47,right,1,2.2791,,46.47,47.464,0,6,6,8,1,different/025_235_L.jpg,right,different
,,063698,001,2023-10-26_13h48.51.736,glasgow_face_matching,2023.2.2,Win32,59.93048064,47.4643,53.1198,left,1,5.633,,53.1199,54.1145,0,7,7,1,1,same/139_DV_C2.jpg,left,same
,,063698,001,2023-10-26_13h48.51.736,glasgow_face_matching,2023.2.2,Win32,59.93048064,54.115,56.4481,right,1,2.2926,,56.4482,57.4477,0,8,8,9,1,different/049_218_L.jpg,right,different
,,063698,001,2023-10-26_13h48.51.736,glasgow_face_matching,2023.2.2,Win32,59.93048064,57.4482,63.598,right,0,6.1286,,63.598,64.5974,0,9,9,5,1,same/303_DV_C2.jpg,left,same
,,063698,001,2023-10-26_13h48.51.736,glasgow_face_matching,2023.2.2,Win32,59.93048064,64.5976,68.7314,left,1,4.1084,,68.7314,69.7309,0,10,10,4,1,same/235_C2_DV.jpg,left,same
,,063698,001,2023-10-26_13h48.51.736,glasgow_face_matching,2023.2.2,Win32,59.93048064,69.7317,79.5145,left,1,9.7446,,79.5145,80.5143,0,11,11,3,1,same/170_DV_C2.jpg,left,same
