24.6291 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
25.3685 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020AF2AF8BE0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020AF2AF8B80>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020AF2AF89A0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000020AF2E876A0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
25.3686 	EXP 	window1: mouseVisible = True
25.3687 	EXP 	window1: backgroundImage = ''
25.3687 	EXP 	window1: backgroundFit = 'none'
25.3712 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
25.3713 	EXP 	window1: recordFrameIntervals = False
25.5014 	EXP 	window1: recordFrameIntervals = True
25.6483 	EXP 	Screen (0) actual frame rate measured at 75.03Hz
25.6483 	EXP 	window1: recordFrameIntervals = False
25.6484 	EXP 	window1: mouseVisible = False
28.4005 	EXP 	glasgow_face_matching: status = STARTED
28.4008 	EXP 	window1: mouseVisible = True
28.5930 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
28.5933 	EXP 	window1: mouseVisible = True
28.5934 	EXP 	window1: mouseVisible = True
28.5940 	EXP 	window1: mouseVisible = True
28.5945 	EXP 	window1: mouseVisible = True
28.7410 	EXP 	window1: mouseVisible = True
28.7411 	EXP 	window1: mouseVisible = True
28.7417 	EXP 	window1: mouseVisible = True
28.7422 	EXP 	window1: mouseVisible = True
28.7521 	EXP 	window1: mouseVisible = True
28.9490 	EXP 	Created background_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
28.9491 	EXP 	window1: mouseVisible = True
28.9640 	EXP 	Created faces = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.1, 0.8]), texRes=128, units='height', win=Window(...))
28.9643 	EXP 	window1: mouseVisible = True
