21.8331 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
22.5801 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002124657BCD0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002124657BC70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002124657BAF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000212469173A0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
22.5802 	EXP 	window1: mouseVisible = True
22.5803 	EXP 	window1: backgroundImage = ''
22.5803 	EXP 	window1: backgroundFit = 'none'
22.5824 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
22.5825 	EXP 	window1: recordFrameIntervals = False
22.7130 	EXP 	window1: recordFrameIntervals = True
22.8599 	EXP 	Screen (0) actual frame rate measured at 74.97Hz
22.8599 	EXP 	window1: recordFrameIntervals = False
22.8602 	EXP 	window1: mouseVisible = False
25.8112 	EXP 	glasgow_face_matching: status = STARTED
25.8115 	EXP 	window1: mouseVisible = True
26.9933 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
26.9937 	EXP 	window1: mouseVisible = True
26.9938 	EXP 	window1: mouseVisible = True
26.9944 	EXP 	window1: mouseVisible = True
26.9950 	EXP 	window1: mouseVisible = True
27.1551 	EXP 	window1: mouseVisible = True
27.1553 	EXP 	window1: mouseVisible = True
27.1559 	EXP 	window1: mouseVisible = True
27.1565 	EXP 	window1: mouseVisible = True
27.1672 	EXP 	window1: mouseVisible = True
