Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,corrAns,sameOrDiff
0.0003,46.4829,824162,001,2023-11-08_23h01.56.972,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,
,,824162,001,2023-11-08_23h01.56.972,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,46.5005,63.1098,left,1,16.5803,,63.1229,64.1123,0,0,0,5,1,same/303_DV_C2.jpg,left,same
,,824162,001,2023-11-08_23h01.56.972,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,64.1134,68.4453,left,0,4.3028,,68.4454,69.4446,0,1,1,11,1,different/077_133_R.jpg,right,different
,,824162,001,2023-11-08_23h01.56.972,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,69.4453,74.362,left,1,4.8886,,74.3621,75.3598,0,2,2,0,1,same/136_C2_DV.jpg,left,same
,,824162,001,2023-11-08_23h01.56.972,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,75.3608,77.2927,left,1,1.9066,,77.2927,78.2963,0,3,3,2,1,same/168_C2_DV.jpg,left,same
,,824162,001,2023-11-08_23h01.56.972,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,78.2974,79.6597,right,1,1.3384,,79.6598,80.6624,0,4,4,9,1,different/049_218_L.jpg,right,different
,,824162,001,2023-11-08_23h01.56.972,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,80.6631,82.8797,right,1,2.1881,,82.8798,83.8775,0,5,5,7,1,different/019_074_L.jpg,right,different
,,824162,001,2023-11-08_23h01.56.972,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,83.8781,87.3282,left,0,3.4324,,87.3284,88.3279,0,6,6,10,1,different/076_109_R.jpg,right,different
,,824162,001,2023-11-08_23h01.56.972,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,88.3284,89.7943,left,1,1.4489,,89.7944,90.7968,0,7,7,1,1,same/139_DV_C2.jpg,left,same
,,824162,001,2023-11-08_23h01.56.972,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,90.7976,92.1961,left,1,1.3729,,92.1963,93.1933,0,8,8,4,1,same/235_C2_DV.jpg,left,same
,,824162,001,2023-11-08_23h01.56.972,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,93.1937,94.5462,left,1,1.3281,,94.5463,95.5462,0,9,9,3,1,same/170_DV_C2.jpg,left,same
,,824162,001,2023-11-08_23h01.56.972,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,95.5469,96.9961,right,1,1.4313,,96.9961,97.9937,0,10,10,6,1,different/013_235_R.jpg,right,different
,,824162,001,2023-11-08_23h01.56.972,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,97.9944,99.4632,right,1,1.4422,,99.4633,100.4613,0,11,11,8,1,different/025_235_L.jpg,right,different
