Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,corrAns,sameOrDiff
0.0007,26.6747,155289,001,2023-12-21_01h08.05.502,glasgow_face_matching,2023.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,
,,155289,001,2023-12-21_01h08.05.502,glasgow_face_matching,2023.2.2,Win32,60.24096386,26.7056,34.3432,right,1,7.5744,,34.3546,35.3467,0,0,0,8,1,different/025_235_L.jpg,right,different
,,155289,001,2023-12-21_01h08.05.502,glasgow_face_matching,2023.2.2,Win32,60.24096386,35.3475,37.379,right,1,2.0071,,37.379,38.3774,0,1,1,7,1,different/019_074_L.jpg,right,different
,,155289,001,2023-12-21_01h08.05.502,glasgow_face_matching,2023.2.2,Win32,60.24096386,38.378,39.7761,left,0,1.3744,,39.7762,40.7747,0,2,2,6,1,different/013_235_R.jpg,right,different
,,155289,001,2023-12-21_01h08.05.502,glasgow_face_matching,2023.2.2,Win32,60.24096386,40.7752,45.282,left,1,4.4756,,45.2821,46.281,0,3,3,5,1,same/303_DV_C2.jpg,left,same
,,155289,001,2023-12-21_01h08.05.502,glasgow_face_matching,2023.2.2,Win32,60.24096386,46.2815,47.7296,right,1,1.4145,,47.7297,48.7283,0,4,4,10,1,different/076_109_R.jpg,right,different
,,155289,001,2023-12-21_01h08.05.502,glasgow_face_matching,2023.2.2,Win32,60.24096386,48.7287,49.8773,right,0,1.1199,,49.8774,50.8766,0,5,5,3,1,same/170_DV_C2.jpg,left,same
,,155289,001,2023-12-21_01h08.05.502,glasgow_face_matching,2023.2.2,Win32,60.24096386,50.877,56.0212,left,1,5.1107,,56.0213,57.0207,0,6,6,0,1,same/136_C2_DV.jpg,left,same
,,155289,001,2023-12-21_01h08.05.502,glasgow_face_matching,2023.2.2,Win32,60.24096386,57.0211,59.5346,left,1,2.4777,,59.5346,60.5332,0,7,7,1,1,same/139_DV_C2.jpg,left,same
,,155289,001,2023-12-21_01h08.05.502,glasgow_face_matching,2023.2.2,Win32,60.24096386,60.5336,62.1486,left,1,1.5815,,62.1486,63.1475,0,8,8,2,1,same/168_C2_DV.jpg,left,same
,,155289,001,2023-12-21_01h08.05.502,glasgow_face_matching,2023.2.2,Win32,60.24096386,63.1481,64.6958,left,1,1.5162,,64.6959,65.6951,0,9,9,4,1,same/235_C2_DV.jpg,left,same
,,155289,001,2023-12-21_01h08.05.502,glasgow_face_matching,2023.2.2,Win32,60.24096386,65.6956,66.7607,right,1,1.0318,,66.7607,67.7594,0,10,10,11,1,different/077_133_R.jpg,right,different
,,155289,001,2023-12-21_01h08.05.502,glasgow_face_matching,2023.2.2,Win32,60.24096386,67.7597,69.4079,right,1,1.6201,,69.4079,70.4069,0,11,11,9,1,different/049_218_L.jpg,right,different
