thisRow.t,notes,Instructions.started,background.started,startKey.started,instructionstxt.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.004190199950244278,0.02981729997554794,0.02981729997554794,0.02981729997554794,,,,,,,,
