trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,imageFile,corrAns,sameOrDiff,thisRow.t,notes,Instructions.started,background.started,startKey.started,instructionstxt.started,Instructions.stopped,trial.started,background_2.started,faces.started,resp.started,trial_counter.started,reminder.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,2.9719207999878563,,0.011158599983900785,0.02391139999963343,0.02391139999963343,0.02391139999963343,2.8789096999680623,2.8897844000020996,2.9719207999878563,2.9719207999878563,2.9719207999878563,2.9719207999878563,2.9719207999878563,,,,,,,,
