imageFile,corrAns,sameOrDiff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,background.started,startKey.started,instructionstxt.started,Instructions.stopped,trial.started,background_2.started,faces.started,resp.started,trial_counter.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,background_3.started,textbox.started,background_3.stopped,textbox.stopped,feedback.stopped,thanks.started,background_4.started,endmsg.started,session,participant,date,expName,psychopyVersion,frameRate,expStart,
same/63a.png,left,same,0,28,28,5,59.59225400001742,,,,,,,59.56633450003574,59.59225400001742,59.59225400001742,59.59225400001742,59.59225400001742,61.060200300009456,left,1,1.4573115999810398,None,61.06048849999206,61.07282350002788,61.07282350002788,62.086520400014706,62.086520400014706,62.060465699993074,,,,001,cris,2024-03-27_12h34.50.473,GFMT_short,2023.2.3,74.99709386885895,2024-03-27 12h35.08.839062 -0300,
different/19b.png,right,different,0,29,29,26,62.086520400014706,,,,,,,62.06075060000876,62.086520400014706,62.086520400014706,62.086520400014706,62.086520400014706,63.1813506000326,right,1,1.0909477000241168,None,63.18173980002757,63.19363659998635,63.19363659998635,64.22063029999845,64.22063029999845,64.18112770002335,,,,001,cris,2024-03-27_12h34.50.473,GFMT_short,2023.2.3,74.99709386885895,2024-03-27 12h35.08.839062 -0300,
same/74a.png,left,same,0,30,30,9,64.22063029999845,,,,,,,64.1813911999925,64.22063029999845,64.22063029999845,64.22063029999845,64.22063029999845,65.9420202000183,left,1,1.7083577999728732,None,65.94232620002003,65.95462989999214,65.95462989999214,66.968337600003,66.968337600003,66.94198280002456,,,,001,cris,2024-03-27_12h34.50.473,GFMT_short,2023.2.3,74.99709386885895,2024-03-27 12h35.08.839062 -0300,
different/36c.png,right,different,0,31,31,38,66.968337600003,,,,,,,66.94221130001824,66.968337600003,66.968337600003,66.968337600003,66.968337600003,68.06281309999758,left,0,1.0807495000190102,None,68.06320750003215,68.07541749998927,68.07541749998927,69.10246050002752,69.10246050002752,69.06293290003669,,,,001,cris,2024-03-27_12h34.50.473,GFMT_short,2023.2.3,74.99709386885895,2024-03-27 12h35.08.839062 -0300,
different/26b.png,right,different,0,32,32,31,69.10246050002752,,,,,,,69.06321659998503,69.10246050002752,69.10246050002752,69.10246050002752,69.10246050002752,70.01031580002746,right,1,0.8986805999884382,None,70.01064819999738,70.02283269999316,70.02283269999316,71.03648750000866,71.03648750000866,71.01032360002864,,,,001,cris,2024-03-27_12h34.50.473,GFMT_short,2023.2.3,74.99709386885895,2024-03-27 12h35.08.839062 -0300,
different/18a.png,right,different,0,33,33,25,71.03648750000866,,,,,,,71.01058230001945,71.03648750000866,71.03648750000866,71.03648750000866,71.03648750000866,72.21187470003497,right,1,1.1732545999693684,None,72.21227309998358,72.23197860002983,72.23197860002983,,,73.22404940001434,,,,001,cris,2024-03-27_12h34.50.473,GFMT_short,2023.2.3,74.99709386885895,2024-03-27 12h35.08.839062 -0300,
same/69c.png,left,same,0,34,34,7,73.25067740003578,,,,,,,73.22434880002402,73.25067740003578,73.25067740003578,73.25067740003578,73.25067740003578,74.21186360000866,left,1,0.9507140999776311,None,74.21221830003196,74.22445350000635,74.22445350000635,75.23810760001652,75.23810760001652,75.21187500003725,,,,001,cris,2024-03-27_12h34.50.473,GFMT_short,2023.2.3,74.99709386885895,2024-03-27 12h35.08.839062 -0300,
same/84a.png,left,same,0,35,35,16,75.23810760001652,,,,,,,75.21216150000691,75.23810760001652,75.23810760001652,75.23810760001652,75.23810760001652,76.3326359000057,left,1,1.082976600038819,None,76.33295850001741,76.34519580000779,76.34519580000779,77.35888449999038,77.35888449999038,77.33274889999302,,,,001,cris,2024-03-27_12h34.50.473,GFMT_short,2023.2.3,74.99709386885895,2024-03-27 12h35.08.839062 -0300,
same/98a.png,left,same,0,36,36,19,77.35888449999038,,,,,,,77.3330183000071,77.35888449999038,77.35888449999038,77.35888449999038,77.35888449999038,78.97369459999027,left,1,1.6026876000105403,None,78.97404000000097,78.98619219998363,78.98619219998363,79.99988419999136,79.99988419999136,79.97368629998527,,,,001,cris,2024-03-27_12h34.50.473,GFMT_short,2023.2.3,74.99709386885895,2024-03-27 12h35.08.839062 -0300,
same/56a.png,left,same,0,37,37,1,79.99988419999136,,,,,,,79.97392339998623,79.99988419999136,79.99988419999136,79.99988419999136,79.99988419999136,81.2414866000181,left,1,1.2339875999605283,None,81.24205190001521,81.25384020002093,81.25384020002093,82.26742129999911,82.26742129999911,82.24133729998721,,,,001,cris,2024-03-27_12h34.50.473,GFMT_short,2023.2.3,74.99709386885895,2024-03-27 12h35.08.839062 -0300,
different/31b.png,right,different,0,38,38,35,82.26742129999911,,,,,,,82.24159470002633,82.26742129999911,82.26742129999911,82.26742129999911,82.26742129999911,86.22967359999893,left,0,3.957588500052225,None,86.229992699984,86.24223239999264,86.24223239999264,87.26932020002278,87.26932020002278,87.22959060000721,,,,001,cris,2024-03-27_12h34.50.473,GFMT_short,2023.2.3,74.99709386885895,2024-03-27 12h35.08.839062 -0300,
same/76b.png,left,same,0,39,39,11,87.26932020002278,,,,,,,87.22982290002983,87.26932020002278,87.26932020002278,87.26932020002278,87.26932020002278,88.12381100002676,left,1,0.8520348999882117,None,88.12412799999584,88.13627309998265,88.13627309998265,89.1366577000008,89.1366577000008,89.1237801000243,,,,001,cris,2024-03-27_12h34.50.473,GFMT_short,2023.2.3,74.99709386885895,2024-03-27 12h35.08.839062 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.12382909998996,89.1366577000008,89.1366577000008,,,,,,,,
