Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,corrAns,sameOrDiff
0.0005,15.0433,350502,001,2023-10-25_21h35.12.869,glasgow_face_matching,2023.2.2,Linux x86_64,60.0348202,,,,,,,,,,,,,,,,
,,350502,001,2023-10-25_21h35.12.869,glasgow_face_matching,2023.2.2,Linux x86_64,60.0348202,15.076,26.2725,right,0,11.1395,,26.2835,27.2714,0,0,0,5,1,same/303_DV_C2.jpg,left,same
,,350502,001,2023-10-25_21h35.12.869,glasgow_face_matching,2023.2.2,Linux x86_64,60.0348202,27.2722,28.9577,right,0,1.6535,,28.9578,29.9563,0,1,1,1,1,same/139_DV_C2.jpg,left,same
,,350502,001,2023-10-25_21h35.12.869,glasgow_face_matching,2023.2.2,Linux x86_64,60.0348202,29.9569,31.1187,right,1,1.1309,,31.1188,32.1223,0,2,2,10,1,different/076_109_R.jpg,right,different
,,350502,001,2023-10-25_21h35.12.869,glasgow_face_matching,2023.2.2,Linux x86_64,60.0348202,32.123,36.5851,right,0,4.4309,,36.5852,37.5882,0,3,3,0,1,same/136_C2_DV.jpg,left,same
,,350502,001,2023-10-25_21h35.12.869,glasgow_face_matching,2023.2.2,Linux x86_64,60.0348202,37.5887,38.8625,right,0,1.2431,,38.8626,39.861,0,4,4,3,1,same/170_DV_C2.jpg,left,same
,,350502,001,2023-10-25_21h35.12.869,glasgow_face_matching,2023.2.2,Linux x86_64,60.0348202,39.8615,40.827,right,1,0.9343,,40.8273,41.8206,0,5,5,9,1,different/049_218_L.jpg,right,different
,,350502,001,2023-10-25_21h35.12.869,glasgow_face_matching,2023.2.2,Linux x86_64,60.0348202,41.821,45.0428,right,1,3.1908,,45.0428,46.0391,0,6,6,6,1,different/013_235_R.jpg,right,different
,,350502,001,2023-10-25_21h35.12.869,glasgow_face_matching,2023.2.2,Linux x86_64,60.0348202,46.0396,47.4226,right,1,1.3492,,47.4226,48.4214,0,7,7,7,1,different/019_074_L.jpg,right,different
,,350502,001,2023-10-25_21h35.12.869,glasgow_face_matching,2023.2.2,Linux x86_64,60.0348202,48.4219,51.3858,left,1,2.9334,,51.3859,52.3838,0,8,8,2,1,same/168_C2_DV.jpg,left,same
,,350502,001,2023-10-25_21h35.12.869,glasgow_face_matching,2023.2.2,Linux x86_64,60.0348202,52.3843,53.6996,left,1,1.2839,,53.6997,54.6991,0,9,9,4,1,same/235_C2_DV.jpg,left,same
,,350502,001,2023-10-25_21h35.12.869,glasgow_face_matching,2023.2.2,Linux x86_64,60.0348202,54.7007,56.7645,right,1,2.0332,,56.7645,57.7704,0,10,10,8,1,different/025_235_L.jpg,right,different
,,350502,001,2023-10-25_21h35.12.869,glasgow_face_matching,2023.2.2,Linux x86_64,60.0348202,57.7709,59.7621,right,1,1.9601,,59.7622,60.7525,0,11,11,11,1,different/077_133_R.jpg,right,different
