Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,corrAns,sameOrDiff
0,7.984,555333,001,2023-12-20_11h50.07.882,glasgow_face_matching,2023.2.2,MacIntel,62.5,,,,,,,,,,,,,,,,
,,555333,001,2023-12-20_11h50.07.882,glasgow_face_matching,2023.2.2,MacIntel,62.5,7.997,17.139,left,1,9.121,,17.142,18.138,0,0,0,5,1,same/303_DV_C2.jpg,left,same
,,555333,001,2023-12-20_11h50.07.882,glasgow_face_matching,2023.2.2,MacIntel,62.5,18.139,19.838,left,1,1.677,,19.838,20.838,0,1,1,0,1,same/136_C2_DV.jpg,left,same
,,555333,001,2023-12-20_11h50.07.882,glasgow_face_matching,2023.2.2,MacIntel,62.5,20.839,22.471,left,0,1.611,,22.471,23.471,0,2,2,6,1,different/013_235_R.jpg,right,different
,,555333,001,2023-12-20_11h50.07.882,glasgow_face_matching,2023.2.2,MacIntel,62.5,23.471,24.921,left,1,1.43,,24.922,25.921,0,3,3,4,1,same/235_C2_DV.jpg,left,same
,,555333,001,2023-12-20_11h50.07.882,glasgow_face_matching,2023.2.2,MacIntel,62.5,25.922,27.088,left,1,1.141,,27.088,28.088,0,4,4,3,1,same/170_DV_C2.jpg,left,same
,,555333,001,2023-12-20_11h50.07.882,glasgow_face_matching,2023.2.2,MacIntel,62.5,28.088,29.572,right,1,1.469,,29.572,30.571,0,5,5,11,1,different/077_133_R.jpg,right,different
,,555333,001,2023-12-20_11h50.07.882,glasgow_face_matching,2023.2.2,MacIntel,62.5,30.572,32.004,right,1,1.418,,32.004,33.004,0,6,6,7,1,different/019_074_L.jpg,right,different
,,555333,001,2023-12-20_11h50.07.882,glasgow_face_matching,2023.2.2,MacIntel,62.5,33.004,34.954,right,1,1.932,,34.954,35.953,0,7,7,8,1,different/025_235_L.jpg,right,different
,,555333,001,2023-12-20_11h50.07.882,glasgow_face_matching,2023.2.2,MacIntel,62.5,35.954,37.254,left,1,1.278,,37.254,38.254,0,8,8,2,1,same/168_C2_DV.jpg,left,same
,,555333,001,2023-12-20_11h50.07.882,glasgow_face_matching,2023.2.2,MacIntel,62.5,38.255,40.888,right,1,2.62,,40.888,41.888,0,9,9,10,1,different/076_109_R.jpg,right,different
,,555333,001,2023-12-20_11h50.07.882,glasgow_face_matching,2023.2.2,MacIntel,62.5,41.888,46.604,left,1,4.7,,46.604,47.604,0,10,10,1,1,same/139_DV_C2.jpg,left,same
,,555333,001,2023-12-20_11h50.07.882,glasgow_face_matching,2023.2.2,MacIntel,62.5,47.604,48.704,right,1,1.078,,48.704,49.704,0,11,11,9,1,different/049_218_L.jpg,right,different
