Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,corrAns,sameOrDiff,thanks.started
0.0002,3.2409,538307,001,2023-12-11_22h14.53.971,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,
,,538307,001,2023-12-11_22h14.53.971,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,3.261,5.0392,right,1,1.7482,,5.0393,6.0372,0,0,0,7,1,different/019_074_L.jpg,right,different,
,,538307,001,2023-12-11_22h14.53.971,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,6.038,7.2039,right,0,1.1414,,7.2039,8.2059,0,1,1,4,1,same/235_C2_DV.jpg,left,same,
,,538307,001,2023-12-11_22h14.53.971,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,8.2067,8.6558,right,1,0.4222,,8.656,9.6532,0,2,2,11,1,different/077_133_R.jpg,right,different,
,,538307,001,2023-12-11_22h14.53.971,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,9.6542,9.7213,left,0,0.0488,,9.7214,10.7192,0,3,3,10,1,different/076_109_R.jpg,right,different,
,,538307,001,2023-12-11_22h14.53.971,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,10.7204,12.6192,left,1,1.8764,,12.6193,13.6215,0,4,4,0,1,same/136_C2_DV.jpg,left,same,
,,538307,001,2023-12-11_22h14.53.971,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,13.6224,15.4854,left,1,1.8407,,15.4855,16.4857,0,5,5,5,1,same/303_DV_C2.jpg,left,same,
,,538307,001,2023-12-11_22h14.53.971,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,16.4863,19.9194,right,0,3.4157,,19.9194,20.9229,0,6,6,1,1,same/139_DV_C2.jpg,left,same,
,,538307,001,2023-12-11_22h14.53.971,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,20.9235,22.104,left,0,1.1576,,22.104,23.1059,0,7,7,6,1,different/013_235_R.jpg,right,different,
,,538307,001,2023-12-11_22h14.53.971,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,23.1065,25.2029,left,0,2.0715,,25.203,26.2068,0,8,8,8,1,different/025_235_L.jpg,right,different,
,,538307,001,2023-12-11_22h14.53.971,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,26.2073,27.3218,right,0,1.0958,,27.3219,28.322,0,9,9,3,1,same/170_DV_C2.jpg,left,same,
,,538307,001,2023-12-11_22h14.53.971,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,28.3228,29.1057,left,0,0.7583,,29.1057,30.1041,0,10,10,9,1,different/049_218_L.jpg,right,different,
,,538307,001,2023-12-11_22h14.53.971,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,30.1047,31.0896,left,1,0.9583,,31.0896,32.0887,0,11,11,2,1,same/168_C2_DV.jpg,left,same,
,,538307,001,2023-12-11_22h14.53.971,glasgow_face_matching,2023.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,32.0895
