Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,corrAns,sameOrDiff
0.0003,10.659,162341,001,2024-01-11_15h12.36.601,glasgow_face_matching,2023.2.2,Win32,7.993605116,,,,,,,,,,,,,,,,
,,162341,001,2024-01-11_15h12.36.601,glasgow_face_matching,2023.2.2,Win32,7.993605116,10.6795,11.9883,right,1,1.0425,,11.9885,13.0442,0,0,0,6,1,different/013_235_R.jpg,right,different
,,162341,001,2024-01-11_15h12.36.601,glasgow_face_matching,2023.2.2,Win32,7.993605116,13.0447,14.3525,right,0,1.0522,0.0001,14.3526,15.3724,0,1,1,3,1,same/170_DV_C2.jpg,left,same
,,162341,001,2024-01-11_15h12.36.601,glasgow_face_matching,2023.2.2,Win32,7.993605116,15.3727,17.2087,right,1,1.5549,0,17.2088,18.2146,0,2,2,9,1,different/049_218_L.jpg,right,different
,,162341,001,2024-01-11_15h12.36.601,glasgow_face_matching,2023.2.2,Win32,7.993605116,18.2149,19.8053,left,1,1.3015,,19.8055,20.7998,0,3,3,2,1,same/168_C2_DV.jpg,left,same
,,162341,001,2024-01-11_15h12.36.601,glasgow_face_matching,2023.2.2,Win32,7.993605116,20.8001,22.099,left,0,1.0236,,22.0992,23.1212,0,4,4,8,1,different/025_235_L.jpg,right,different
,,162341,001,2024-01-11_15h12.36.601,glasgow_face_matching,2023.2.2,Win32,7.993605116,23.1214,25.9534,left,1,2.5766,0.0002,25.9535,26.98,0,5,5,0,1,same/136_C2_DV.jpg,left,same
,,162341,001,2024-01-11_15h12.36.601,glasgow_face_matching,2023.2.2,Win32,7.993605116,26.9802,29.3269,right,1,2.072,1E-04,29.3269,30.3676,0,6,6,10,1,different/076_109_R.jpg,right,different
,,162341,001,2024-01-11_15h12.36.601,glasgow_face_matching,2023.2.2,Win32,7.993605116,30.3678,31.9038,left,1,1.2915,1E-04,31.9038,32.7183,0,7,7,1,1,same/139_DV_C2.jpg,left,same
,,162341,001,2024-01-11_15h12.36.601,glasgow_face_matching,2023.2.2,Win32,7.993605116,32.7186,34.347,right,1,1.3326,,34.3471,35.3588,0,8,8,7,1,different/019_074_L.jpg,right,different
,,162341,001,2024-01-11_15h12.36.601,glasgow_face_matching,2023.2.2,Win32,7.993605116,35.3591,37.1948,left,1,1.5597,0.0001,37.1949,38.2159,0,9,9,5,1,same/303_DV_C2.jpg,left,same
,,162341,001,2024-01-11_15h12.36.601,glasgow_face_matching,2023.2.2,Win32,7.993605116,38.2161,39.5672,right,1,1.0885,,39.5673,40.584,0,10,10,11,1,different/077_133_R.jpg,right,different
,,162341,001,2024-01-11_15h12.36.601,glasgow_face_matching,2023.2.2,Win32,7.993605116,40.5842,42.6725,left,1,1.7981,0,42.6726,43.7192,0,11,11,4,1,same/235_C2_DV.jpg,left,same
