8.5227 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
9.2507 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C729988BB0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C729988B50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C729988970>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001C729D27670>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.2508 	EXP 	window1: mouseVisible = True
9.2508 	EXP 	window1: backgroundImage = ''
9.2508 	EXP 	window1: backgroundFit = 'none'
9.2525 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.2525 	EXP 	window1: recordFrameIntervals = False
9.3837 	EXP 	window1: recordFrameIntervals = True
9.5307 	EXP 	Screen (0) actual frame rate measured at 74.95Hz
9.5307 	EXP 	window1: recordFrameIntervals = False
9.5309 	EXP 	window1: mouseVisible = False
12.3777 	EXP 	glasgow_face_matching: status = STARTED
12.3781 	EXP 	window1: mouseVisible = True
12.6433 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.55, 1.  ]), texRes=128.0, units='height', win=Window(...))
12.6436 	EXP 	window1: mouseVisible = True
12.6437 	EXP 	window1: mouseVisible = True
12.6443 	EXP 	window1: mouseVisible = True
12.6449 	EXP 	window1: mouseVisible = True
12.7468 	EXP 	window1: mouseVisible = True
12.7470 	EXP 	window1: mouseVisible = True
12.7480 	EXP 	window1: mouseVisible = True
12.7486 	EXP 	window1: mouseVisible = True
12.7573 	EXP 	window1: mouseVisible = True
13.0009 	EXP 	Created background_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.55, 1.  ]), texRes=128.0, units='height', win=Window(...))
13.0010 	EXP 	window1: mouseVisible = True
13.0159 	EXP 	Created faces = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.1, 0.8]), texRes=128, units='height', win=Window(...))
13.0162 	EXP 	window1: mouseVisible = True
13.0163 	EXP 	window1: mouseVisible = True
13.0169 	EXP 	window1: mouseVisible = True
13.0174 	EXP 	window1: mouseVisible = True
13.0222 	EXP 	window1: mouseVisible = True
13.0226 	EXP 	window1: mouseVisible = True
13.0232 	EXP 	window1: mouseVisible = True
13.0238 	EXP 	window1: mouseVisible = True
13.0276 	EXP 	window1: mouseVisible = True
13.0278 	EXP 	window1: mouseVisible = True
13.0283 	EXP 	window1: mouseVisible = True
13.0289 	EXP 	window1: mouseVisible = True
13.0466 	EXP 	window1: mouseVisible = True
13.0468 	EXP 	window1: mouseVisible = True
13.0474 	EXP 	window1: mouseVisible = True
13.0480 	EXP 	window1: mouseVisible = True
13.0517 	EXP 	window1: mouseVisible = True
13.3545 	EXP 	Created background_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.55, 1.  ]), texRes=128.0, units='height', win=Window(...))
13.3549 	EXP 	window1: mouseVisible = True
13.3550 	EXP 	window1: mouseVisible = True
13.3557 	EXP 	window1: mouseVisible = True
13.3563 	EXP 	window1: mouseVisible = True
13.3606 	EXP 	window1: mouseVisible = True
13.3607 	EXP 	window1: mouseVisible = True
13.3614 	EXP 	window1: mouseVisible = True
13.3620 	EXP 	window1: mouseVisible = True
13.3663 	EXP 	window1: mouseVisible = True
13.3665 	EXP 	window1: mouseVisible = True
13.3671 	EXP 	window1: mouseVisible = True
13.3677 	EXP 	window1: mouseVisible = True
13.3723 	EXP 	window1: mouseVisible = True
13.3724 	EXP 	window1: mouseVisible = True
13.3731 	EXP 	window1: mouseVisible = True
13.3737 	EXP 	window1: mouseVisible = True
13.3782 	EXP 	window1: mouseVisible = True
13.3783 	EXP 	window1: mouseVisible = True
13.3790 	EXP 	window1: mouseVisible = True
13.3796 	EXP 	window1: mouseVisible = True
13.3839 	EXP 	window1: mouseVisible = True
13.3840 	EXP 	window1: mouseVisible = True
13.3846 	EXP 	window1: mouseVisible = True
13.3852 	EXP 	window1: mouseVisible = True
13.3892 	EXP 	window1: mouseVisible = True
13.6475 	EXP 	Created background_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.55, 1.  ]), texRes=128.0, units='height', win=Window(...))
13.6479 	EXP 	window1: mouseVisible = True
13.6480 	EXP 	window1: mouseVisible = True
13.6487 	EXP 	window1: mouseVisible = True
13.6493 	EXP 	window1: mouseVisible = True
13.6545 	EXP 	window1: mouseVisible = True
13.6547 	EXP 	window1: mouseVisible = True
13.6554 	EXP 	window1: mouseVisible = True
13.6561 	EXP 	window1: mouseVisible = True
0.0060 	EXP 	instructionstxt: autoLog = True
0.0060 	EXP 	trial_counter: autoLog = True
0.0060 	EXP 	reminder: autoLog = True
0.0060 	EXP 	textbox: autoLog = True
0.0060 	EXP 	reminder_2: autoLog = True
0.0060 	EXP 	trial_counter_2: autoLog = True
0.0060 	EXP 	endmsg: autoLog = True
0.0319 	EXP 	background: autoDraw = True
0.0319 	EXP 	instructionstxt: autoDraw = True
11.5790 	EXP 	Imported conditions_short.xlsx as conditions, 40 conditions, 3 params
11.5798 	EXP 	Created sequence: random, trialTypes=40, nReps=1, seed=None
11.5800 	EXP 	New trial (rep=0, index=0): {'imageFile': 'different/19b.png', 'corrAns': 'right', 'sameOrDiff': 'different'}
11.6453 	DATA 	Keypress: space
11.6497 	EXP 	background: autoDraw = False
11.6497 	EXP 	instructionstxt: autoDraw = False
11.6497 	EXP 	faces: image = 'different/19b.png'
11.6497 	EXP 	background_2: autoDraw = True
11.6497 	EXP 	faces: autoDraw = True
11.6497 	EXP 	trial_counter: autoDraw = True
11.6497 	EXP 	reminder: autoDraw = True
12.8280 	DATA 	Keypress: right
12.8633 	EXP 	background_2: autoDraw = False
12.8633 	EXP 	faces: autoDraw = False
12.8633 	EXP 	trial_counter: autoDraw = False
12.8633 	EXP 	reminder: autoDraw = False
12.8633 	EXP 	textbox: foreColor = <psychopy.colors.Color: green, alpha=1.0>
12.8633 	EXP 	background_3: autoDraw = True
12.8633 	EXP 	textbox: autoDraw = True
12.8633 	EXP 	reminder_2: autoDraw = True
12.8633 	EXP 	trial_counter_2: autoDraw = True
13.8507 	EXP 	New trial (rep=0, index=1): {'imageFile': 'same/59a.png', 'corrAns': 'left', 'sameOrDiff': 'same'}
13.8903 	EXP 	background_3: autoDraw = False
13.8903 	EXP 	textbox: autoDraw = False
13.8903 	EXP 	reminder_2: autoDraw = False
13.8903 	EXP 	trial_counter_2: autoDraw = False
13.8903 	EXP 	faces: image = 'same/59a.png'
13.8903 	EXP 	background_2: autoDraw = True
13.8903 	EXP 	faces: autoDraw = True
13.8903 	EXP 	trial_counter: autoDraw = True
13.8903 	EXP 	reminder: autoDraw = True
14.3225 	DATA 	Keypress: right
14.3572 	EXP 	background_2: autoDraw = False
14.3572 	EXP 	faces: autoDraw = False
14.3572 	EXP 	trial_counter: autoDraw = False
14.3572 	EXP 	reminder: autoDraw = False
14.3572 	EXP 	textbox: foreColor = <psychopy.colors.Color: red, alpha=1.0>
14.3572 	EXP 	background_3: autoDraw = True
14.3572 	EXP 	textbox: autoDraw = True
14.3572 	EXP 	reminder_2: autoDraw = True
14.3572 	EXP 	trial_counter_2: autoDraw = True
15.3446 	EXP 	New trial (rep=0, index=2): {'imageFile': 'same/74a.png', 'corrAns': 'left', 'sameOrDiff': 'same'}
15.3842 	EXP 	background_3: autoDraw = False
15.3842 	EXP 	textbox: autoDraw = False
15.3842 	EXP 	reminder_2: autoDraw = False
15.3842 	EXP 	trial_counter_2: autoDraw = False
