imageFile,corrAns,sameOrDiff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,background.started,startKey.started,instructionstxt.started,Instructions.stopped,trial.started,background_2.started,faces.started,resp.started,trial_counter.started,reminder.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,background_3.started,textbox.started,reminder_2.started,trial_counter_2.started,feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
same/58a.png,left,same,0,0,0,3,8.277752200025134,,0.008758100040722638,0.03454550000606105,0.03454550000606105,0.03454550000606105,8.171803000033833,8.18365190003533,8.277752200025134,8.277752200025134,8.277752200025134,8.277752200025134,8.277752200025134,10.399152000027243,right,0,2.1155677000060678,None,10.399666300043464,10.425016699999105,10.425016699999105,10.425016699999105,10.425016699999105,11.412140100030228,807030,001,2024-03-27_12h55.04.557,glasgow_face_matching,2023.2.3,75.35034141120276,2024-03-27 12h55.12.222663 -0300,
same/69c.png,left,same,0,1,1,7,11.46538569999393,,,,,,,11.41243960004067,11.46538569999393,11.46538569999393,11.46538569999393,11.46538569999393,11.46538569999393,12.106928099994548,right,0,0.6401594000053592,None,12.107233899994753,12.132338700001128,12.132338700001128,12.132338700001128,12.132338700001128,13.119469500030391,807030,001,2024-03-27_12h55.04.557,glasgow_face_matching,2023.2.3,75.35034141120276,2024-03-27 12h55.12.222663 -0300,
different/31b.png,right,different,0,2,2,35,13.159352500049863,,,,,,,13.11972890002653,13.159352500049863,13.159352500049863,13.159352500049863,13.159352500049863,13.159352500049863,13.613643600023352,right,1,0.44177670002682135,None,13.613950200029649,13.639535400026944,13.639535400026944,13.639535400026944,13.639535400026944,14.626651900005527,807030,001,2024-03-27_12h55.04.557,glasgow_face_matching,2023.2.3,75.35034141120276,2024-03-27 12h55.12.222663 -0300,
different/29b.png,right,different,0,3,3,34,14.666646900004707,,,,,,,14.626916800043546,14.666646900004707,14.666646900004707,14.666646900004707,14.666646900004707,14.666646900004707,15.227611300011631,right,1,0.5580158999655396,None,15.227999199996702,15.253451000025962,15.253451000025962,15.253451000025962,15.253451000025962,16.24060090002604,807030,001,2024-03-27_12h55.04.557,glasgow_face_matching,2023.2.3,75.35034141120276,2024-03-27 12h55.12.222663 -0300,
different/3c.png,right,different,0,4,4,20,16.280548200011253,,,,,,,16.24086400005035,16.280548200011253,16.280548200011253,16.280548200011253,16.280548200011253,16.280548200011253,17.561877500033006,right,1,1.2727618000353687,None,17.56223310000496,17.587676400027703,17.587676400027703,17.587676400027703,17.587676400027703,18.575023800018243,807030,001,2024-03-27_12h55.04.557,glasgow_face_matching,2023.2.3,75.35034141120276,2024-03-27 12h55.12.222663 -0300,
same/98a.png,left,same,0,5,5,19,18.628078100038692,,,,,,,18.575628700025845,18.628078100038692,18.628078100038692,18.628078100038692,18.628078100038692,18.628078100038692,19.55158210004447,right,0,0.9089803000097163,None,19.552813000045717,19.6153684000019,19.6153684000019,19.6153684000019,19.6153684000019,20.576136400050018,807030,001,2024-03-27_12h55.04.557,glasgow_face_matching,2023.2.3,75.35034141120276,2024-03-27 12h55.12.222663 -0300,
different/18a.png,right,different,0,6,6,25,20.722436200012453,,,,,,,20.577656400040723,20.722436200012453,20.722436200012453,20.722436200012453,20.722436200012453,20.722436200012453,21.192375800048467,right,1,0.4626902000163682,None,21.19455390004441,21.309652400028426,21.309652400028426,21.309652400028426,21.309652400028426,22.202806600020267,807030,001,2024-03-27_12h55.04.557,glasgow_face_matching,2023.2.3,75.35034141120276,2024-03-27 12h55.12.222663 -0300,
different/25a.png,right,different,0,7,7,30,22.256119800033048,,,,,,,22.20304470002884,22.256119800033048,22.256119800033048,22.256119800033048,22.256119800033048,22.256119800033048,23.110769400023855,right,1,0.8417713000089861,None,23.11122449999675,23.136434800049756,23.136434800049756,23.136434800049756,23.136434800049756,24.123563300003298,807030,001,2024-03-27_12h55.04.557,glasgow_face_matching,2023.2.3,75.35034141120276,2024-03-27 12h55.12.222663 -0300,
same/55a.png,left,same,0,8,8,0,24.16347130003851,,,,,,,24.123819800035562,24.16347130003851,24.16347130003851,24.16347130003851,24.16347130003851,24.16347130003851,24.804507300024852,right,0,0.6301741999923252,None,24.804845300037414,24.830386400048155,24.830386400048155,24.830386400048155,24.830386400048155,25.817522900004406,807030,001,2024-03-27_12h55.04.557,glasgow_face_matching,2023.2.3,75.35034141120276,2024-03-27 12h55.12.222663 -0300,
different/35b.png,right,different,0,9,9,37,25.857417299994268,,,,,,,25.81781510001747,25.857417299994268,25.857417299994268,25.857417299994268,25.857417299994268,25.857417299994268,26.53847530001076,right,1,0.6731234000180848,None,26.538784500036854,26.564322300022468,26.564322300022468,26.564322300022468,26.564322300022468,27.551549200026784,807030,001,2024-03-27_12h55.04.557,glasgow_face_matching,2023.2.3,75.35034141120276,2024-03-27 12h55.12.222663 -0300,
different/26b.png,right,different,0,10,10,31,27.59143110003788,,,,,,,27.551827599992976,27.59143110003788,27.59143110003788,27.59143110003788,27.59143110003788,27.59143110003788,27.885644700028934,right,1,0.2817710000090301,None,27.885964500019327,27.911520400026347,27.911520400026347,27.911520400026347,27.911520400026347,28.898649600043427,807030,001,2024-03-27_12h55.04.557,glasgow_face_matching,2023.2.3,75.35034141120276,2024-03-27 12h55.12.222663 -0300,
same/88b.png,left,same,0,11,11,17,28.938614900049288,,,,,,,28.898890700016636,28.938614900049288,28.938614900049288,28.938614900049288,28.938614900049288,28.938614900049288,29.4596523999935,right,0,0.5106499000103213,None,29.460016200027894,29.48545900004683,29.48545900004683,29.48545900004683,29.48545900004683,30.472716499993112,807030,001,2024-03-27_12h55.04.557,glasgow_face_matching,2023.2.3,75.35034141120276,2024-03-27 12h55.12.222663 -0300,
same/64b.png,left,same,0,12,12,6,30.512501700024586,,,,,,,30.473087000020314,30.512501700024586,30.512501700024586,30.512501700024586,30.512501700024586,30.512501700024586,31.366962100029923,right,0,0.8486405999865383,None,31.367303300008643,31.392838400031906,31.392838400031906,31.392838400031906,31.392838400031906,32.37996990000829,807030,001,2024-03-27_12h55.04.557,glasgow_face_matching,2023.2.3,75.35034141120276,2024-03-27 12h55.12.222663 -0300,
same/81b.png,left,same,0,13,13,14,32.41990320000332,,,,,,,32.380211500043515,32.41990320000332,32.41990320000332,32.41990320000332,32.41990320000332,32.41990320000332,33.24774730001809,right,0,0.8208817999693565,None,33.24815550004132,33.273532500024885,33.273532500024885,33.273532500024885,33.273532500024885,34.26066260004882,807030,001,2024-03-27_12h55.04.557,glasgow_face_matching,2023.2.3,75.35034141120276,2024-03-27 12h55.12.222663 -0300,
,,,,,,,34.30061700002989,,,,,,,34.26091480004834,34.30061700002989,34.30061700002989,34.30061700002989,34.30061700002989,34.30061700002989,,,,,,,,,,,,,,,,,,,
