17.9846 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
18.8605 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000178945F7D90>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000178945F7D30>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000178945F7B50>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000017894997850>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
18.8607 	EXP 	window1: mouseVisible = True
18.8607 	EXP 	window1: backgroundImage = ''
18.8607 	EXP 	window1: backgroundFit = 'none'
18.8631 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
18.8632 	EXP 	window1: recordFrameIntervals = False
18.9933 	EXP 	window1: recordFrameIntervals = True
19.1398 	EXP 	Screen (0) actual frame rate measured at 74.99Hz
19.1399 	EXP 	window1: recordFrameIntervals = False
19.1399 	EXP 	window1: mouseVisible = False
22.3945 	EXP 	glasgow_face_matching: status = STARTED
22.3948 	EXP 	window1: mouseVisible = True
23.7717 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
23.7721 	EXP 	window1: mouseVisible = True
23.7723 	EXP 	window1: mouseVisible = True
23.7732 	EXP 	window1: mouseVisible = True
23.7740 	EXP 	window1: mouseVisible = True
23.8797 	EXP 	window1: mouseVisible = True
23.8799 	EXP 	window1: mouseVisible = True
23.8807 	EXP 	window1: mouseVisible = True
23.8814 	EXP 	window1: mouseVisible = True
23.8913 	EXP 	window1: mouseVisible = True
25.1917 	EXP 	Created background_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
25.1918 	EXP 	window1: mouseVisible = True
25.2105 	EXP 	Created faces = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.25, 0.78]), texRes=128, units='height', win=Window(...))
25.2109 	EXP 	window1: mouseVisible = True
25.2111 	EXP 	window1: mouseVisible = True
25.2118 	EXP 	window1: mouseVisible = True
25.2124 	EXP 	window1: mouseVisible = True
25.2169 	EXP 	window1: mouseVisible = True
25.2171 	EXP 	window1: mouseVisible = True
25.2176 	EXP 	window1: mouseVisible = True
25.2182 	EXP 	window1: mouseVisible = True
25.2221 	EXP 	window1: mouseVisible = True
