7.2003 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
7.9096 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018CDA62BCD0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018CDA62BC70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018CDA62BAF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000018CDA9C74C0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.9096 	EXP 	window1: mouseVisible = True
7.9097 	EXP 	window1: backgroundImage = ''
7.9097 	EXP 	window1: backgroundFit = 'none'
7.9114 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.9115 	EXP 	window1: recordFrameIntervals = False
8.0426 	EXP 	window1: recordFrameIntervals = True
8.1895 	EXP 	Screen (0) actual frame rate measured at 75.00Hz
8.1895 	EXP 	window1: recordFrameIntervals = False
8.1896 	EXP 	window1: mouseVisible = False
10.9306 	EXP 	glasgow_face_matching: status = STARTED
10.9309 	EXP 	window1: mouseVisible = True
12.1634 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
12.1637 	EXP 	window1: mouseVisible = True
12.1638 	EXP 	window1: mouseVisible = True
12.1644 	EXP 	window1: mouseVisible = True
12.1649 	EXP 	window1: mouseVisible = True
12.2756 	EXP 	window1: mouseVisible = True
12.2758 	EXP 	window1: mouseVisible = True
12.2765 	EXP 	window1: mouseVisible = True
12.2771 	EXP 	window1: mouseVisible = True
12.2872 	EXP 	window1: mouseVisible = True
13.5141 	EXP 	Created background_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
13.5142 	EXP 	window1: mouseVisible = True
13.5295 	EXP 	Created faces = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.2, 0.8]), texRes=128, units='height', win=Window(...))
13.5298 	EXP 	window1: mouseVisible = True
13.5299 	EXP 	window1: mouseVisible = True
13.5305 	EXP 	window1: mouseVisible = True
13.5311 	EXP 	window1: mouseVisible = True
13.5349 	EXP 	window1: mouseVisible = True
13.5351 	EXP 	window1: mouseVisible = True
13.5357 	EXP 	window1: mouseVisible = True
13.5362 	EXP 	window1: mouseVisible = True
13.5398 	EXP 	window1: mouseVisible = True
13.5399 	EXP 	window1: mouseVisible = True
13.5410 	EXP 	window1: mouseVisible = True
13.5418 	EXP 	window1: mouseVisible = True
13.5616 	EXP 	window1: mouseVisible = True
13.5617 	EXP 	window1: mouseVisible = True
13.5623 	EXP 	window1: mouseVisible = True
13.5628 	EXP 	window1: mouseVisible = True
13.5663 	EXP 	window1: mouseVisible = True
