7.4635 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
8.1624 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000184A2BBBD00>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000184A2BBB9A0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000184A2BBBB20>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000184A2F57520>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.1625 	EXP 	window1: mouseVisible = True
8.1625 	EXP 	window1: backgroundImage = ''
8.1625 	EXP 	window1: backgroundFit = 'none'
8.1642 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.1643 	EXP 	window1: recordFrameIntervals = False
8.2954 	EXP 	window1: recordFrameIntervals = True
8.4422 	EXP 	Screen (0) actual frame rate measured at 74.97Hz
8.4423 	EXP 	window1: recordFrameIntervals = False
8.4424 	EXP 	window1: mouseVisible = False
11.4220 	EXP 	glasgow_face_matching: status = STARTED
11.4224 	EXP 	window1: mouseVisible = True
11.6805 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
11.6809 	EXP 	window1: mouseVisible = True
11.6810 	EXP 	window1: mouseVisible = True
11.6816 	EXP 	window1: mouseVisible = True
11.6822 	EXP 	window1: mouseVisible = True
11.8392 	EXP 	window1: mouseVisible = True
11.8394 	EXP 	window1: mouseVisible = True
11.8399 	EXP 	window1: mouseVisible = True
11.8403 	EXP 	window1: mouseVisible = True
11.8497 	EXP 	window1: mouseVisible = True
12.1254 	EXP 	Created background_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
12.1256 	EXP 	window1: mouseVisible = True
12.1450 	EXP 	Created faces = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.1, 0.8]), texRes=128, units='height', win=Window(...))
12.1454 	EXP 	window1: mouseVisible = True
12.1455 	EXP 	window1: mouseVisible = True
12.1462 	EXP 	window1: mouseVisible = True
12.1469 	EXP 	window1: mouseVisible = True
12.1515 	EXP 	window1: mouseVisible = True
12.1517 	EXP 	window1: mouseVisible = True
12.1523 	EXP 	window1: mouseVisible = True
12.1530 	EXP 	window1: mouseVisible = True
12.1575 	EXP 	window1: mouseVisible = True
12.1577 	EXP 	window1: mouseVisible = True
12.1583 	EXP 	window1: mouseVisible = True
12.1589 	EXP 	window1: mouseVisible = True
12.1866 	EXP 	window1: mouseVisible = True
12.1868 	EXP 	window1: mouseVisible = True
12.1874 	EXP 	window1: mouseVisible = True
12.1880 	EXP 	window1: mouseVisible = True
12.1920 	EXP 	window1: mouseVisible = True
12.4863 	EXP 	Created background_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
12.4866 	EXP 	window1: mouseVisible = True
12.4867 	EXP 	window1: mouseVisible = True
12.4873 	EXP 	window1: mouseVisible = True
12.4879 	EXP 	window1: mouseVisible = True
12.4919 	EXP 	window1: mouseVisible = True
12.4920 	EXP 	window1: mouseVisible = True
12.4926 	EXP 	window1: mouseVisible = True
12.4932 	EXP 	window1: mouseVisible = True
12.4972 	EXP 	window1: mouseVisible = True
12.4974 	EXP 	window1: mouseVisible = True
12.4980 	EXP 	window1: mouseVisible = True
12.4986 	EXP 	window1: mouseVisible = True
12.5056 	EXP 	window1: mouseVisible = True
12.5059 	EXP 	window1: mouseVisible = True
12.5066 	EXP 	window1: mouseVisible = True
12.5073 	EXP 	window1: mouseVisible = True
12.5114 	EXP 	window1: mouseVisible = True
12.5116 	EXP 	window1: mouseVisible = True
12.5122 	EXP 	window1: mouseVisible = True
12.5128 	EXP 	window1: mouseVisible = True
12.5169 	EXP 	window1: mouseVisible = True
12.5171 	EXP 	window1: mouseVisible = True
12.5177 	EXP 	window1: mouseVisible = True
12.5182 	EXP 	window1: mouseVisible = True
12.5219 	EXP 	window1: mouseVisible = True
12.7728 	EXP 	Created background_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
12.7731 	EXP 	window1: mouseVisible = True
12.7732 	EXP 	window1: mouseVisible = True
12.7738 	EXP 	window1: mouseVisible = True
12.7744 	EXP 	window1: mouseVisible = True
12.7787 	EXP 	window1: mouseVisible = True
12.7789 	EXP 	window1: mouseVisible = True
12.7796 	EXP 	window1: mouseVisible = True
12.7802 	EXP 	window1: mouseVisible = True
0.0071 	EXP 	instructionstxt: autoLog = True
0.0071 	EXP 	trial_counter: autoLog = True
0.0071 	EXP 	reminder: autoLog = True
0.0071 	EXP 	textbox: autoLog = True
0.0071 	EXP 	reminder_2: autoLog = True
0.0071 	EXP 	trial_counter_2: autoLog = True
0.0071 	EXP 	endmsg: autoLog = True
0.0330 	EXP 	background: autoDraw = True
0.0330 	EXP 	instructionstxt: autoDraw = True
6.9999 	EXP 	Imported conditions_short.xlsx as conditions, 40 conditions, 3 params
7.0016 	EXP 	Created sequence: random, trialTypes=40, nReps=1, seed=None
7.0020 	EXP 	New trial (rep=0, index=0): {'imageFile': 'different/3c.png', 'corrAns': 'right', 'sameOrDiff': 'different'}
7.1198 	DATA 	Keypress: space
7.1291 	EXP 	background: autoDraw = False
7.1291 	EXP 	instructionstxt: autoDraw = False
7.1291 	EXP 	faces: image = 'different/3c.png'
7.1291 	EXP 	background_2: autoDraw = True
7.1291 	EXP 	faces: autoDraw = True
7.1291 	EXP 	trial_counter: autoDraw = True
7.1291 	EXP 	reminder: autoDraw = True
8.4850 	DATA 	Keypress: right
8.5427 	EXP 	background_2: autoDraw = False
8.5427 	EXP 	faces: autoDraw = False
8.5427 	EXP 	trial_counter: autoDraw = False
8.5427 	EXP 	reminder: autoDraw = False
8.5427 	EXP 	textbox: foreColor = <psychopy.colors.Color: green, alpha=1.0>
8.5427 	EXP 	background_3: autoDraw = True
8.5427 	EXP 	textbox: autoDraw = True
8.5427 	EXP 	reminder_2: autoDraw = True
8.5427 	EXP 	trial_counter_2: autoDraw = True
8.9366 	DATA 	Keypress: escape
9.0101 	EXP 	glasgow_face_matching: status = STOPPED
9.0229 	EXP 	background_3: autoDraw = False
9.0229 	EXP 	textbox: autoDraw = False
9.0229 	EXP 	reminder_2: autoDraw = False
9.0229 	EXP 	trial_counter_2: autoDraw = False
9.0230 	EXP 	glasgow_face_matching: status = STOPPED
9.1273 	EXP 	window1: mouseVisible = True
