Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,corrAns,sameOrDiff,thanks.started
0.0002,11.082,685669,001,2023-12-21_01h43.37.502,glasgow_face_matching,2023.2.2,Linux x86_64,60.24096386,,,,,,,,,,,,,,,,,
,,685669,001,2023-12-21_01h43.37.502,glasgow_face_matching,2023.2.2,Linux x86_64,60.24096386,11.0954,41.7871,left,0,30.6631,,41.8014,42.7861,0,0,0,8,1,different/025_235_L.jpg,right,different,
,,685669,001,2023-12-21_01h43.37.502,glasgow_face_matching,2023.2.2,Linux x86_64,60.24096386,42.7867,46.9198,left,1,4.0936,,46.9199,47.9197,0,1,1,0,1,same/136_C2_DV.jpg,left,same,
,,685669,001,2023-12-21_01h43.37.502,glasgow_face_matching,2023.2.2,Linux x86_64,60.24096386,47.9201,52.9534,left,1,5.0092,,52.9535,53.9531,0,2,2,2,1,same/168_C2_DV.jpg,left,same,
,,685669,001,2023-12-21_01h43.37.502,glasgow_face_matching,2023.2.2,Linux x86_64,60.24096386,53.9535,60.3368,right,1,6.3494,,60.3368,61.3372,0,3,3,9,1,different/049_218_L.jpg,right,different,
,,685669,001,2023-12-21_01h43.37.502,glasgow_face_matching,2023.2.2,Linux x86_64,60.24096386,61.3378,73.7864,right,1,12.4201,,73.7865,74.7867,0,4,4,7,1,different/019_074_L.jpg,right,different,
,,685669,001,2023-12-21_01h43.37.502,glasgow_face_matching,2023.2.2,Linux x86_64,60.24096386,74.7871,79.0544,left,1,4.2327,,79.0544,80.0539,0,5,5,4,1,same/235_C2_DV.jpg,left,same,
,,685669,001,2023-12-21_01h43.37.502,glasgow_face_matching,2023.2.2,Linux x86_64,60.24096386,80.0542,90.6371,right,1,10.5545,,90.6372,91.6375,0,6,6,10,1,different/076_109_R.jpg,right,different,
,,685669,001,2023-12-21_01h43.37.502,glasgow_face_matching,2023.2.2,Linux x86_64,60.24096386,91.6378,94.2877,right,1,2.6163,,94.2877,95.2875,0,7,7,6,1,different/013_235_R.jpg,right,different,
,,685669,001,2023-12-21_01h43.37.502,glasgow_face_matching,2023.2.2,Linux x86_64,60.24096386,95.2879,99.4212,left,1,4.1088,,99.4213,100.4205,0,8,8,1,1,same/139_DV_C2.jpg,left,same,
,,685669,001,2023-12-21_01h43.37.502,glasgow_face_matching,2023.2.2,Linux x86_64,60.24096386,100.421,105.9757,left,1,5.5169,,105.9757,106.9705,0,9,9,5,1,same/303_DV_C2.jpg,left,same,
,,685669,001,2023-12-21_01h43.37.502,glasgow_face_matching,2023.2.2,Linux x86_64,60.24096386,106.9712,109.2541,left,1,2.254,,109.2541,110.2546,0,10,10,3,1,same/170_DV_C2.jpg,left,same,
,,685669,001,2023-12-21_01h43.37.502,glasgow_face_matching,2023.2.2,Linux x86_64,60.24096386,110.255,113.0706,right,1,2.7921,,113.0706,114.0706,0,11,11,11,1,different/077_133_R.jpg,right,different,
,,685669,001,2023-12-21_01h43.37.502,glasgow_face_matching,2023.2.2,Linux x86_64,60.24096386,,,,,,,,,,,,,,,,,114.0712
