imageFile,corrAns,sameOrDiff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,background.started,startKey.started,instructionstxt.started,Instructions.stopped,trial.started,background_2.started,faces.started,resp.started,trial_counter.started,reminder.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,background_3.started,textbox.started,reminder_2.started,trial_counter_2.started,feedback.stopped,thanks.started,background_4.started,endmsg.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
same/59a.png,left,same,0,10,10,4,60.207447200024035,,,,,,,60.16782010003226,60.207447200024035,60.207447200024035,60.207447200024035,60.207447200024035,60.207447200024035,60.58160089998273,right,0,0.3660210999660194,None,60.58192939998116,60.607577199989464,60.607577199989464,60.607577199989464,60.607577199989464,61.60816529998556,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
same/55a.png,left,same,0,11,11,0,61.64799309999216,,,,,,,61.60853119997773,61.64799309999216,61.64799309999216,61.64799309999216,61.64799309999216,61.64799309999216,62.26264319999609,right,0,0.6134845999768004,None,62.26303039997583,62.288243199989665,62.288243199989665,62.288243199989665,62.288243199989665,63.27534079999896,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/24b.png,right,different,0,12,12,29,63.315301300026476,,,,,,,63.2755645000143,63.315301300026476,63.315301300026476,63.315301300026476,63.315301300026476,63.315301300026476,64.48990749998484,right,1,1.162194900040049,None,64.49028349999571,64.5157660000259,64.5157660000259,64.5157660000259,64.5157660000259,65.50284859997919,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/25a.png,right,different,0,13,13,30,65.5427786000073,,,,,,,65.50310919998446,65.5427786000073,65.5427786000073,65.5427786000073,65.5427786000073,65.5427786000073,65.66363840003032,right,1,0.11822150001535192,None,65.66401599999517,65.68949110002723,65.68949110002723,65.68949110002723,65.68949110002723,66.67661470000166,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/26b.png,right,different,0,14,14,31,66.71656939998502,,,,,,,66.67685639997944,66.71656939998502,66.71656939998502,66.71656939998502,66.71656939998502,66.71656939998502,66.75735269999132,right,1,0.033373899990692735,None,66.75769880000735,66.78323509998154,66.78323509998154,66.78323509998154,66.78323509998154,67.77034160000039,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
same/78a.png,left,same,0,15,15,12,67.81031149998307,,,,,,,67.77059119998012,67.81031149998307,67.81031149998307,67.81031149998307,67.81031149998307,67.81031149998307,67.90451120003127,right,0,0.0829587000189349,None,67.90487730002496,67.93033900001319,67.93033900001319,67.93033900001319,67.93033900001319,68.91749339998933,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
same/76b.png,left,same,0,16,16,11,68.95738229999552,,,,,,,68.91777459997684,68.95738229999552,68.95738229999552,68.95738229999552,68.95738229999552,68.95738229999552,69.13162459997693,right,0,0.16779370000585914,None,69.13197699998273,69.15745900000911,69.15745900000911,69.15745900000911,69.15745900000911,70.14459330000682,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/35b.png,right,different,0,17,17,37,70.18449150002562,,,,,,,70.14485560002504,70.18449150002562,70.18449150002562,70.18449150002562,70.18449150002562,70.18449150002562,70.30534720001742,right,1,0.10909340000944212,None,70.30569449998438,70.3312318000244,70.3312318000244,70.3312318000244,70.3312318000244,71.31837120000273,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/28b.png,right,different,0,18,18,33,71.35830590000842,,,,,,,71.31863340002019,71.35830590000842,71.35830590000842,71.35830590000842,71.35830590000842,71.35830590000842,71.54659009998431,right,1,0.1750280000269413,None,71.54731260001427,71.58505789999617,71.58505789999617,71.58505789999617,71.58505789999617,72.55880260001868,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
same/79a.png,left,same,0,19,19,13,72.59872700000415,,,,,,,72.55905979999807,72.59872700000415,72.59872700000415,72.59872700000415,72.59872700000415,72.59872700000415,72.66618270002073,right,0,0.0631821000133641,None,72.66651559999445,72.69216600002255,72.69216600002255,72.69216600002255,72.69216600002255,73.67922260001069,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/11b.png,right,different,0,20,20,23,73.73253819998354,,,,,,,73.67946100002155,73.73253819998354,73.73253819998354,73.73253819998354,73.73253819998354,73.73253819998354,73.82673309999518,right,1,0.08128169999690726,None,73.82710970001062,73.85252830001991,73.85252830001991,73.85252830001991,73.85252830001991,74.83971760002896,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
same/81b.png,left,same,0,21,21,14,74.87959580001188,,,,,,,74.83998789999168,74.87959580001188,74.87959580001188,74.87959580001188,74.87959580001188,74.87959580001188,74.93405929999426,right,0,0.05357930000172928,None,74.9343984000152,74.95958520000568,74.95958520000568,74.95958520000568,74.95958520000568,75.94671400001971,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
same/57c.png,left,same,0,22,22,2,75.98667270003352,,,,,,,75.94694819999859,75.98667270003352,75.98667270003352,75.98667270003352,75.98667270003352,75.98667270003352,76.00079449999612,right,0,0.01084080000873655,None,76.00114030000987,76.02845390001312,76.02845390001312,76.02845390001312,76.02845390001312,77.01377279998269,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
same/82a.png,left,same,0,23,23,15,77.05370669998229,,,,,,,77.01403219997883,77.05370669998229,77.05370669998229,77.05370669998229,77.05370669998229,77.05370669998229,77.21461129997624,right,0,0.15199710003798828,None,77.2150461000274,77.24044800002594,77.24044800002594,77.24044800002594,77.24044800002594,78.23048820003169,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
same/64b.png,left,same,0,24,24,6,78.28086310002254,,,,,,,78.23092920001363,78.28086310002254,78.28086310002254,78.28086310002254,78.28086310002254,78.28086310002254,78.41511729999911,right,0,0.12603189999936149,None,78.41549520002445,78.44096710003214,78.44096710003214,78.44096710003214,78.44096710003214,79.42809000000125,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
same/74a.png,left,same,0,25,25,9,79.46798070002114,,,,,,,79.42835679999553,79.46798070002114,79.46798070002114,79.46798070002114,79.46798070002114,79.46798070002114,79.49593580001965,right,0,0.0268008999992162,None,79.4962670999812,79.52133760001743,79.52133760001743,79.52133760001743,79.52133760001743,80.50842060003197,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/3c.png,right,different,0,26,26,20,80.54835980001371,,,,,,,80.50866920000408,80.54835980001371,80.54835980001371,80.54835980001371,80.54835980001371,80.54835980001371,80.74947079998674,right,1,0.19342819997109473,None,80.74986949999584,80.77511370001594,80.77511370001594,80.77511370001594,80.77511370001594,81.76237529999344,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/27b.png,right,different,0,27,27,32,81.802200599981,,,,,,,81.76275880000321,81.802200599981,81.802200599981,81.802200599981,81.802200599981,81.802200599981,81.96295549999923,right,1,0.14782469999045134,None,81.96327609999571,81.98889690003125,81.98889690003125,81.98889690003125,81.98889690003125,82.97606940002879,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/18a.png,right,different,0,28,28,25,83.01596410002094,,,,,,,82.97634160000598,83.01596410002094,83.01596410002094,83.01596410002094,83.01596410002094,83.01596410002094,83.3369662000332,right,1,0.309655399993062,None,83.33735059999162,83.3627536999993,83.3627536999993,83.3627536999993,83.3627536999993,84.3500135000213,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/36c.png,right,different,0,29,29,38,84.40316560002975,,,,,,,84.35059430002002,84.40316560002975,84.40316560002975,84.40316560002975,84.40316560002975,84.40316560002975,84.45729819999542,right,1,0.05109920003451407,None,84.45764729997609,84.48318859998835,84.48318859998835,84.48318859998835,84.48318859998835,85.47033819998614,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
same/98a.png,left,same,0,30,30,19,85.51022110000486,,,,,,,85.47059759998228,85.51022110000486,85.51022110000486,85.51022110000486,85.51022110000486,85.51022110000486,85.63113900000462,right,0,0.11936710000736639,None,85.63149060000433,85.65695039997809,85.65695039997809,85.65695039997809,85.65695039997809,86.64408300002106,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
same/88b.png,left,same,0,31,31,17,86.68398149998393,,,,,,,86.64434450003318,86.68398149998393,86.68398149998393,86.68398149998393,86.68398149998393,86.68398149998393,86.73810419999063,right,0,0.04935529996873811,None,86.73844159999862,86.76401350001106,86.76401350001106,86.76401350001106,86.76401350001106,87.75120160001097,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
same/75c.png,left,same,0,32,32,10,87.79108579998137,,,,,,,87.75147449999349,87.79108579998137,87.79108579998137,87.79108579998137,87.79108579998137,87.79108579998137,88.07208620000165,right,0,0.2784776999615133,None,88.07245169999078,88.09789319999982,88.09789319999982,88.09789319999982,88.09789319999982,89.08498640003381,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
same/73a.png,left,same,0,33,33,8,89.12493340001674,,,,,,,89.08525539998664,89.12493340001674,89.12493340001674,89.12493340001674,89.12493340001674,89.12493340001674,89.44602410000516,right,0,0.3200743999914266,None,89.44639870000537,89.47174830001313,89.47174830001313,89.47174830001313,89.47174830001313,90.45883160002995,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/31b.png,right,different,0,34,34,35,90.49875979998615,,,,,,,90.45910169999115,90.49875979998615,90.49875979998615,90.49875979998615,90.49875979998615,90.49875979998615,90.91301509999903,right,1,0.4023911000113003,None,90.91335729998536,90.93894570000703,90.93894570000703,90.93894570000703,90.93894570000703,91.92603819997748,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/4a.png,right,different,0,35,35,21,91.96597820002353,,,,,,,91.92629360000137,91.96597820002353,91.96597820002353,91.96597820002353,91.96597820002353,91.96597820002353,92.30029360001208,right,1,0.3275380000122823,None,92.3006392000243,92.32631099998252,92.32631099998252,92.32631099998252,92.32631099998252,93.31325350003317,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/40b.png,right,different,0,36,36,39,93.35315969999647,,,,,,,93.31352010002593,93.35315969999647,93.35315969999647,93.35315969999647,93.35315969999647,93.35315969999647,93.54064169997582,right,1,0.18057589995441958,None,93.54102320002858,93.56661199999508,93.56661199999508,93.56661199999508,93.56661199999508,94.55372939998051,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/29b.png,right,different,0,37,37,34,94.59364620002452,,,,,,,94.55398139997851,94.59364620002452,94.59364620002452,94.59364620002452,94.59364620002452,94.59364620002452,94.64780670002801,right,1,0.051773999992292374,None,94.64812800002983,94.67366999998922,94.67366999998922,94.67366999998922,94.67366999998922,95.6608181000338,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
different/32c.png,right,different,0,38,38,36,95.70067749998998,,,,,,,95.66110440000193,95.70067749998998,95.70067749998998,95.70067749998998,95.70067749998998,95.70067749998998,95.80816489999415,right,1,0.09689709998201579,None,95.80851360002998,95.83413770003244,95.83413770003244,95.83413770003244,95.83413770003244,96.82120040000882,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
same/63a.png,left,same,0,39,39,5,96.86116510001011,,,,,,,96.82144849997712,96.86116510001011,96.86116510001011,96.86116510001011,96.86116510001011,96.86116510001011,97.07538699998986,right,0,0.20841369999106973,None,97.0757103000069,97.10124849999556,97.10124849999556,97.10124849999556,97.10124849999556,98.08831409999402,,,,860583,001,2024-03-27_13h58.52.896,glasgow_face_matching,2023.2.3,74.97049910870504,2024-03-27 13h59.18.634900 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.08836390002398,98.10159849998308,98.10159849998308,,,,,,,,
