Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,corrAns,sameOrDiff,thanks.started
0.0015,3.0759,424216,001,2023-11-20_16h41.26.861,glasgow_face_matching,2023.2.2,Win32,60.00960154,,,,,,,,,,,,,,,,,
,,424216,001,2023-11-20_16h41.26.861,glasgow_face_matching,2023.2.2,Win32,60.00960154,3.1036,17.9422,right,1,14.8081,,17.9425,18.9408,0,0,0,11,1,different/077_133_R.jpg,right,different,
,,424216,001,2023-11-20_16h41.26.861,glasgow_face_matching,2023.2.2,Win32,60.00960154,18.9417,19.9526,right,0,0.984,,19.9527,20.9639,0,1,1,1,1,same/139_DV_C2.jpg,left,same,
,,424216,001,2023-11-20_16h41.26.861,glasgow_face_matching,2023.2.2,Win32,60.00960154,20.9644,22.1393,left,1,1.1467,,22.1393,23.141,0,2,2,4,1,same/235_C2_DV.jpg,left,same,
,,424216,001,2023-11-20_16h41.26.861,glasgow_face_matching,2023.2.2,Win32,60.00960154,23.1418,24.0243,left,1,0.8498,,24.0243,25.0143,0,3,3,5,1,same/303_DV_C2.jpg,left,same,
,,424216,001,2023-11-20_16h41.26.861,glasgow_face_matching,2023.2.2,Win32,60.00960154,25.015,25.625,left,0,0.5769,,25.625,26.6239,0,4,4,10,1,different/076_109_R.jpg,right,different,
,,424216,001,2023-11-20_16h41.26.861,glasgow_face_matching,2023.2.2,Win32,60.00960154,26.6245,27.2243,right,1,0.569,,27.2246,28.2245,0,5,5,7,1,different/019_074_L.jpg,right,different,
,,424216,001,2023-11-20_16h41.26.861,glasgow_face_matching,2023.2.2,Win32,60.00960154,28.2253,28.8246,left,1,0.5678,,28.8246,29.8252,0,6,6,2,1,same/168_C2_DV.jpg,left,same,
,,424216,001,2023-11-20_16h41.26.861,glasgow_face_matching,2023.2.2,Win32,60.00960154,29.8258,30.4906,left,1,0.6283,,30.4907,31.4898,0,7,7,3,1,same/170_DV_C2.jpg,left,same,
,,424216,001,2023-11-20_16h41.26.861,glasgow_face_matching,2023.2.2,Win32,60.00960154,31.4905,32.1737,left,1,0.6546,,32.1738,33.1746,0,8,8,0,1,same/136_C2_DV.jpg,left,same,
,,424216,001,2023-11-20_16h41.26.861,glasgow_face_matching,2023.2.2,Win32,60.00960154,33.1752,33.7572,right,1,0.5535,,33.7573,34.7564,0,9,9,8,1,different/025_235_L.jpg,right,different,
,,424216,001,2023-11-20_16h41.26.861,glasgow_face_matching,2023.2.2,Win32,60.00960154,34.7572,35.1725,left,0,0.3912,,35.1726,36.172,0,10,10,6,1,different/013_235_R.jpg,right,different,
,,424216,001,2023-11-20_16h41.26.861,glasgow_face_matching,2023.2.2,Win32,60.00960154,36.1722,36.7229,left,0,0.5293,,36.723,37.7234,0,11,11,9,1,different/049_218_L.jpg,right,different,
,,424216,001,2023-11-20_16h41.26.861,glasgow_face_matching,2023.2.2,Win32,60.00960154,,,,,,,,,,,,,,,,,37.7241
