Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate
0.0002,0.7896,898047,001,2023-10-20_17h52.17.457,glasgow_face_matching,2023.2.2,MacIntel,60.0024001
