8.9213 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
9.6179 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020A859A7CD0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020A859A7C70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020A859A7A90>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000020A85D47790>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.6180 	EXP 	window1: mouseVisible = True
9.6180 	EXP 	window1: backgroundImage = ''
9.6180 	EXP 	window1: backgroundFit = 'none'
9.6200 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.6200 	EXP 	window1: recordFrameIntervals = False
9.7509 	EXP 	window1: recordFrameIntervals = True
9.8977 	EXP 	Screen (0) actual frame rate measured at 75.01Hz
9.8978 	EXP 	window1: recordFrameIntervals = False
9.8979 	EXP 	window1: mouseVisible = False
12.7388 	EXP 	glasgow_face_matching: status = STARTED
12.7392 	EXP 	window1: mouseVisible = True
13.9894 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
13.9897 	EXP 	window1: mouseVisible = True
13.9899 	EXP 	window1: mouseVisible = True
13.9904 	EXP 	window1: mouseVisible = True
13.9909 	EXP 	window1: mouseVisible = True
14.1521 	EXP 	window1: mouseVisible = True
14.1522 	EXP 	window1: mouseVisible = True
14.1527 	EXP 	window1: mouseVisible = True
14.1532 	EXP 	window1: mouseVisible = True
14.1670 	EXP 	window1: mouseVisible = True
15.4290 	EXP 	Created background_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
15.4291 	EXP 	window1: mouseVisible = True
15.4475 	EXP 	Created faces = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.2, 0.7]), texRes=128, units='height', win=Window(...))
15.4478 	EXP 	window1: mouseVisible = True
15.4480 	EXP 	window1: mouseVisible = True
15.4487 	EXP 	window1: mouseVisible = True
15.4494 	EXP 	window1: mouseVisible = True
15.4541 	EXP 	window1: mouseVisible = True
15.4542 	EXP 	window1: mouseVisible = True
15.4549 	EXP 	window1: mouseVisible = True
15.4556 	EXP 	window1: mouseVisible = True
15.4600 	EXP 	window1: mouseVisible = True
15.4602 	EXP 	window1: mouseVisible = True
15.4608 	EXP 	window1: mouseVisible = True
15.4614 	EXP 	window1: mouseVisible = True
15.4930 	EXP 	window1: mouseVisible = True
15.4932 	EXP 	window1: mouseVisible = True
15.4939 	EXP 	window1: mouseVisible = True
15.4945 	EXP 	window1: mouseVisible = True
15.4987 	EXP 	window1: mouseVisible = True
16.8013 	EXP 	Created background_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
16.8017 	EXP 	window1: mouseVisible = True
16.8018 	EXP 	window1: mouseVisible = True
16.8024 	EXP 	window1: mouseVisible = True
16.8030 	EXP 	window1: mouseVisible = True
16.8070 	EXP 	window1: mouseVisible = True
16.8072 	EXP 	window1: mouseVisible = True
16.8077 	EXP 	window1: mouseVisible = True
16.8085 	EXP 	window1: mouseVisible = True
16.8125 	EXP 	window1: mouseVisible = True
16.8127 	EXP 	window1: mouseVisible = True
16.8133 	EXP 	window1: mouseVisible = True
16.8138 	EXP 	window1: mouseVisible = True
16.8185 	EXP 	window1: mouseVisible = True
16.8186 	EXP 	window1: mouseVisible = True
16.8192 	EXP 	window1: mouseVisible = True
16.8198 	EXP 	window1: mouseVisible = True
16.8240 	EXP 	window1: mouseVisible = True
16.8242 	EXP 	window1: mouseVisible = True
16.8248 	EXP 	window1: mouseVisible = True
16.8254 	EXP 	window1: mouseVisible = True
16.8295 	EXP 	window1: mouseVisible = True
16.8296 	EXP 	window1: mouseVisible = True
16.8301 	EXP 	window1: mouseVisible = True
16.8307 	EXP 	window1: mouseVisible = True
16.8341 	EXP 	window1: mouseVisible = True
18.0597 	EXP 	Created background_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
18.0600 	EXP 	window1: mouseVisible = True
18.0601 	EXP 	window1: mouseVisible = True
18.0607 	EXP 	window1: mouseVisible = True
18.0612 	EXP 	window1: mouseVisible = True
18.0654 	EXP 	window1: mouseVisible = True
18.0655 	EXP 	window1: mouseVisible = True
18.0662 	EXP 	window1: mouseVisible = True
18.0668 	EXP 	window1: mouseVisible = True
0.0043 	EXP 	instructionstxt: autoLog = True
0.0043 	EXP 	trial_counter: autoLog = True
0.0043 	EXP 	reminder: autoLog = True
0.0043 	EXP 	textbox: autoLog = True
0.0043 	EXP 	reminder_2: autoLog = True
0.0043 	EXP 	trial_counter_2: autoLog = True
0.0043 	EXP 	endmsg: autoLog = True
0.0167 	EXP 	background: autoDraw = True
0.0167 	EXP 	instructionstxt: autoDraw = True
3.2616 	DATA 	Mouse: Left button down, pos=(1688,724)
3.3279 	DATA 	Mouse:  Left button up, pos=(1688,724)
4.3873 	EXP 	Imported conditions_short.xlsx as conditions, 40 conditions, 3 params
4.3880 	EXP 	Created sequence: random, trialTypes=40, nReps=1, seed=None
4.3882 	EXP 	New trial (rep=0, index=0): {'imageFile': 'same/73a.png', 'corrAns': 'left', 'sameOrDiff': 'same'}
4.4594 	DATA 	Keypress: space
4.4719 	EXP 	background: autoDraw = False
4.4719 	EXP 	instructionstxt: autoDraw = False
4.4719 	EXP 	faces: image = 'same/73a.png'
4.4719 	EXP 	background_2: autoDraw = True
4.4719 	EXP 	faces: autoDraw = True
4.4719 	EXP 	trial_counter: autoDraw = True
4.4719 	EXP 	reminder: autoDraw = True
