Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,corrAns,sameOrDiff,thanks.started
0.0003,65.0045,964684,001,2023-10-26_23h02.58.168,glasgow_face_matching,2023.2.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,
,,964684,001,2023-10-26_23h02.58.168,glasgow_face_matching,2023.2.2,MacIntel,59.99880002,65.0273,88.3304,right,1,23.2569,,88.3305,89.3312,0,0,0,7,1,different/019_074_L.jpg,right,different,
,,964684,001,2023-10-26_23h02.58.168,glasgow_face_matching,2023.2.2,MacIntel,59.99880002,89.3316,106.5817,left,1,17.227,,106.5818,107.5812,0,1,1,4,1,same/235_C2_DV.jpg,left,same,
,,964684,001,2023-10-26_23h02.58.168,glasgow_face_matching,2023.2.2,MacIntel,59.99880002,107.5816,111.3648,right,1,3.7563,,111.3648,112.3662,0,2,2,10,1,different/076_109_R.jpg,right,different,
,,964684,001,2023-10-26_23h02.58.168,glasgow_face_matching,2023.2.2,MacIntel,59.99880002,112.3666,113.1319,right,1,0.7351,,113.1319,114.1305,0,3,3,11,1,different/077_133_R.jpg,right,different,
,,964684,001,2023-10-26_23h02.58.168,glasgow_face_matching,2023.2.2,MacIntel,59.99880002,114.1308,115.7815,left,0,1.6275,,115.7815,116.7828,0,4,4,6,1,different/013_235_R.jpg,right,different,
,,964684,001,2023-10-26_23h02.58.168,glasgow_face_matching,2023.2.2,MacIntel,59.99880002,116.7831,126.0828,right,0,9.2657,,126.0829,127.0828,0,5,5,2,1,same/168_C2_DV.jpg,left,same,
,,964684,001,2023-10-26_23h02.58.168,glasgow_face_matching,2023.2.2,MacIntel,59.99880002,127.0831,127.1999,right,1,0.0899,,127.1999,128.1995,0,6,6,9,1,different/049_218_L.jpg,right,different,
,,964684,001,2023-10-26_23h02.58.168,glasgow_face_matching,2023.2.2,MacIntel,59.99880002,128.1999,128.5577,right,0,0.3317,,128.5577,129.552,0,7,7,3,1,same/170_DV_C2.jpg,left,same,
,,964684,001,2023-10-26_23h02.58.168,glasgow_face_matching,2023.2.2,MacIntel,59.99880002,129.5527,129.8331,right,1,0.2476,,129.8332,130.8327,0,8,8,8,1,different/025_235_L.jpg,right,different,
,,964684,001,2023-10-26_23h02.58.168,glasgow_face_matching,2023.2.2,MacIntel,59.99880002,130.8329,131.2663,right,0,0.4069,,131.2663,132.2663,0,9,9,0,1,same/136_C2_DV.jpg,left,same,
,,964684,001,2023-10-26_23h02.58.168,glasgow_face_matching,2023.2.2,MacIntel,59.99880002,132.2667,132.3987,right,0,0.1058,,132.3988,133.3999,0,10,10,1,1,same/139_DV_C2.jpg,left,same,
,,964684,001,2023-10-26_23h02.58.168,glasgow_face_matching,2023.2.2,MacIntel,59.99880002,133.4003,134.7658,right,0,1.3372,,134.7658,135.7673,0,11,11,5,1,same/303_DV_C2.jpg,left,same,
,,964684,001,2023-10-26_23h02.58.168,glasgow_face_matching,2023.2.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,135.7679
