thisRow.t,notes,Instructions.started,background.started,startKey.started,instructionstxt.started,session,participant,date,expName,psychopyVersion,frameRate,expStart,
,,0.004002500034403056,0.016447000030893832,0.016447000030893832,0.016447000030893832,,,,,,,,
