Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,corrAns,sameOrDiff
0.0012,14.1246,621835,001,2023-10-28_14h45.04.086,glasgow_face_matching,2023.2.2,Win32,60.39376736,,,,,,,,,,,,,,,,
,,621835,001,2023-10-28_14h45.04.086,glasgow_face_matching,2023.2.2,Win32,60.39376736,14.1441,20.4648,right,1,6.2907,,20.4731,21.4575,0,0,0,9,1,different/049_218_L.jpg,right,different
,,621835,001,2023-10-28_14h45.04.086,glasgow_face_matching,2023.2.2,Win32,60.39376736,21.4589,26.6984,left,0,5.2078,,26.6986,27.6888,0,1,1,11,1,different/077_133_R.jpg,right,different
,,621835,001,2023-10-28_14h45.04.086,glasgow_face_matching,2023.2.2,Win32,60.39376736,27.6894,29.3475,right,1,1.6273,,29.3476,30.3492,0,2,2,7,1,different/019_074_L.jpg,right,different
,,621835,001,2023-10-28_14h45.04.086,glasgow_face_matching,2023.2.2,Win32,60.39376736,30.3499,32.1023,left,1,1.7253,,32.1024,33.1039,0,3,3,1,1,same/139_DV_C2.jpg,left,same
,,621835,001,2023-10-28_14h45.04.086,glasgow_face_matching,2023.2.2,Win32,60.39376736,33.1059,35.1235,right,0,1.9929,,35.1237,36.1236,0,4,4,2,1,same/168_C2_DV.jpg,left,same
,,621835,001,2023-10-28_14h45.04.086,glasgow_face_matching,2023.2.2,Win32,60.39376736,36.1251,38.1014,left,1,1.9535,,38.1015,39.1015,0,5,5,4,1,same/235_C2_DV.jpg,left,same
,,621835,001,2023-10-28_14h45.04.086,glasgow_face_matching,2023.2.2,Win32,60.39376736,39.1019,41.0354,left,1,1.9133,,41.0355,42.0297,0,6,6,5,1,same/303_DV_C2.jpg,left,same
,,621835,001,2023-10-28_14h45.04.086,glasgow_face_matching,2023.2.2,Win32,60.39376736,42.0309,43.7565,right,1,1.7007,,43.7566,44.7504,0,7,7,8,1,different/025_235_L.jpg,right,different
,,621835,001,2023-10-28_14h45.04.086,glasgow_face_matching,2023.2.2,Win32,60.39376736,44.7534,49.5883,left,0,4.8097,,49.5884,50.5966,0,8,8,6,1,different/013_235_R.jpg,right,different
,,621835,001,2023-10-28_14h45.04.086,glasgow_face_matching,2023.2.2,Win32,60.39376736,50.5969,53.2163,right,1,2.5894,,53.2164,54.2171,0,9,9,10,1,different/076_109_R.jpg,right,different
,,621835,001,2023-10-28_14h45.04.086,glasgow_face_matching,2023.2.2,Win32,60.39376736,54.2174,55.6932,right,0,1.445,,55.6933,56.6954,0,10,10,3,1,same/170_DV_C2.jpg,left,same
,,621835,001,2023-10-28_14h45.04.086,glasgow_face_matching,2023.2.2,Win32,60.39376736,56.6958,58.8397,left,1,2.1171,,58.8398,59.8335,0,11,11,0,1,same/136_C2_DV.jpg,left,same
