14.3151 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
15.6665 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027169DE1F70>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027169DE1FD0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027169DE1E20>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002716A187AC0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.6665 	EXP 	window1: mouseVisible = True
15.6666 	EXP 	window1: backgroundImage = ''
15.6666 	EXP 	window1: backgroundFit = 'none'
15.6685 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.6685 	EXP 	window1: recordFrameIntervals = False
15.7997 	EXP 	window1: recordFrameIntervals = True
15.9464 	EXP 	Screen (0) actual frame rate measured at 74.97Hz
15.9464 	EXP 	window1: recordFrameIntervals = False
15.9465 	EXP 	window1: mouseVisible = False
20.2973 	EXP 	glasgow_face_matching: status = STARTED
20.2977 	EXP 	window1: mouseVisible = True
20.5557 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
20.5560 	EXP 	window1: mouseVisible = True
20.5562 	EXP 	window1: mouseVisible = True
20.5568 	EXP 	window1: mouseVisible = True
20.5573 	EXP 	window1: mouseVisible = True
20.7178 	EXP 	window1: mouseVisible = True
20.7180 	EXP 	window1: mouseVisible = True
20.7187 	EXP 	window1: mouseVisible = True
20.7193 	EXP 	window1: mouseVisible = True
20.7300 	EXP 	window1: mouseVisible = True
20.9433 	EXP 	Created background_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.jpg', interpolate=True, mask=None, maskParams=None, name='background_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
20.9434 	EXP 	window1: mouseVisible = True
20.9935 	EXP 	Created faces = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.25, 0.78]), texRes=128, units='height', win=Window(...))
20.9939 	EXP 	window1: mouseVisible = True
20.9942 	EXP 	window1: mouseVisible = True
20.9951 	EXP 	window1: mouseVisible = True
20.9959 	EXP 	window1: mouseVisible = True
21.0016 	EXP 	window1: mouseVisible = True
21.0017 	EXP 	window1: mouseVisible = True
