trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,imageFile,corrAns,sameOrDiff,thisRow.t,notes,Instructions.started,background.started,startKey.started,instructionstxt.started,Instructions.stopped,trial.started,background_2.started,faces.started,resp.started,trial_counter.started,reminder.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,background_3.started,textbox.started,reminder_2.started,trial_counter_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,7.129132499976549,,0.007290199981071055,0.03303539997432381,0.03303539997432381,0.03303539997432381,6.9828804999706335,7.002020399959292,7.129132499976549,7.129132499976549,7.129132499976549,7.129132499976549,7.129132499976549,8.490574700001162,right,1,1.3478842999902554,None,8.491600499954075,8.542689099966083,8.542689099966083,8.542689099966083,8.542689099966083,,,,,,,,
