practice_round.thisRepN,practice_round.thisTrialN,practice_round.thisN,practice_round.thisIndex,Column1,subject,type,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,stim_left_name_feedback,stim_right_name_feedback,optimal_stim,optimal_choice,thisRow.t,notes,intro.started,key_resp_1.started,intro.stopped,instr1.started,instr1.stopped,instr2.started,key_resp_4.started,instr2.stopped,instr3.started,instr3.stopped,prac_instr.started,prac_instr.stopped,BlockInstruct.started,BlockInstr_disp.started,BlockInstruct.stopped,fixation.started,iti.started,iti.stopped,fixation.stopped,stimuli.started,left.started,right.started,key_resp.started,stimuli.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,chosen_stim_name,chosen_stim_0,chosen_stim_1,true_accuracy,stimuli_feedback.started,left_feedback.started,right_feedback.started,stimuli_feedback.stopped,feedback.started,cumulativePts_self,outcomeDescr,outcome,feedback_text.started,feedback.stopped,feedback_text.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,36.4891057999921,,0.00239869998767972,0.008014299964997917,11.537499699974433,11.537518800003454,12.508829700003844,12.508847399963997,12.511142599978484,13.589242099958938,13.589258999971207,14.756963699997868,14.756979400001,15.898887699993793,36.486367299978156,36.4891057999921,36.48693259997526,36.486951800005045,36.4891057999921,37.01408930000616,36.98439319996396,36.98440859996481,37.01408930000616,37.01408930000616,37.01408930000616,33.98750899999868,left,0,1.0088096000254154,None,stimuli/slotB_up.jpg,0,1,0,33.98797730001388,34.01667849998921,34.01667849998921,34.4894242999726,34.986972699989565,1200,self avoid win,0,34.988955300010275,36.48595189995831,36.4891057999921,,,,,,,
