practice_round.thisRepN,practice_round.thisTrialN,practice_round.thisN,practice_round.thisIndex,thisRow.t,notes,intro.started,key_resp_1.started,intro.stopped,instr1.started,instr1.stopped,instr2.started,key_resp_4.started,instr2.stopped,instr3.started,instr3.stopped,prac_instr.started,prac_instr.stopped,BlockInstruct.started,BlockInstr_disp.started,BlockInstruct.stopped,fixation.started,iti.started,fixation.stopped,stimuli.started,left.started,right.started,key_resp.started,stimuli.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,chosen_stim_name,chosen_stim_0,chosen_stim_1,true_accuracy,stimuli_feedback.started,left_feedback.started,right_feedback.started,stimuli_feedback.stopped,feedback.started,cumulativePts_self,outcomeDescr,outcome,feedback_text.started,feedback.stopped,instr4.started,instr4.stopped,exp_instr.started,exp_instr.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,71.49318630000926,,0.013525299989851192,0.026718200009781867,1.6012481999932788,1.6012621000118088,1.9747320000024047,1.9747470000002068,1.9874549999949522,2.2815936999977566,2.2816072999848984,2.6150442000071052,2.6150597000087146,2.9484608999919146,71.4801737999951,71.49318630000926,71.48052690000623,73.30729850000353,73.32052559999283,73.81415759999072,71.98681750000105,72.01341620000312,72.01341620000312,72.01341620000312,72.80102760001319,right,1,0.78657050000038,None,stimuli/slotA_up.jpg,1,0,1,72.80134539998835,72.82707359999768,72.82707359999768,73.30728710000403,73.81416879998869,2000,self win,1,73.82743629999459,75.30799229998956,75.30802190001123,76.4423783000093,76.44239469998865,76.94922529999167,,,,,,,
