practice_round.thisRepN,practice_round.thisTrialN,practice_round.thisN,practice_round.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Column1,subject,type,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,stim_left_name_feedback,stim_right_name_feedback,optimal_stim,optimal_choice,thisRow.t,notes,intro.started,key_resp_1.started,intro.stopped,instr1.started,instr1.stopped,instr2.started,key_resp_4.started,instr2.stopped,instr3.started,instr3.stopped,prac_instr.started,prac_instr.stopped,BlockInstruct.started,BlockInstr_disp.started,BlockInstruct.stopped,fixation.started,iti.started,fixation.stopped,stimuli.started,left.started,right.started,key_resp.started,stimuli.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,chosen_stim_name,chosen_stim_0,chosen_stim_1,true_accuracy,stimuli_feedback.started,left_feedback.started,right_feedback.started,stimuli_feedback.stopped,feedback.started,cumulativePts_self,outcomeDescr,outcome,feedback_text.started,feedback.stopped,instr4.started,instr4.stopped,exp_instr.started,exp_instr.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.30423010000959,,0.00811629998497665,0.02136039998731576,2.24950639999588,2.2495201000128873,2.7297423999989405,2.7297564999898896,2.74245879999944,3.08970589999808,3.089718500006711,3.5833667000115383,3.583381200005533,4.050187799992273,79.2940316000022,79.30423010000959,84.27942360000452,87.28054879998672,87.2938223000092,87.78751130000455,84.78638820000924,84.81290990000707,84.81290990000707,84.81290990000707,86.78706579998834,None,0,0.5823659999878146,None,stimuli/slotA_up.jpg,1,0,1,86.78734340000665,86.81365659998846,86.81365659998846,87.28053789999103,87.78752079998958,2000,missed,1,87.80074629999581,70.781075100007,70.78114199999254,78.71797550001065,78.71799080001074,79.27818399999524,,,,,,,
