practice_round.thisRepN,practice_round.thisTrialN,practice_round.thisN,practice_round.thisIndex,subject,type,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,stim_left_name_feedback,stim_right_name_feedback,optimal_stim,optimal_choice,thisRow.t,notes,intro.started,key_resp_1.started,intro.stopped,instr1.started,instr1.stopped,instr2.started,key_resp_4.started,instr2.stopped,instr3.started,instr3.stopped,prac_instr.started,prac_instr.stopped,BlockInstruct.started,BlockInstr_disp.started,BlockInstruct.stopped,fixation.started,iti.started,fixation.stopped,stimuli.started,left.started,right.started,key_resp.started,stimuli.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,chosen_stim_name,chosen_stim_0,chosen_stim_1,true_accuracy,stimuli_feedback.started,left_feedback.started,right_feedback.started,stimuli_feedback.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,2.1088459999882616,,0.014881799987051636,0.02821129999938421,1.162533099995926,1.1625464000098873,1.3759322999976575,1.3759460999863222,1.3885869999940041,1.5627610000083223,1.562777199986158,1.7628606999933254,1.7628754999896046,2.0563234000001103,2.093842800008133,2.1088459999882616,7.057490899984259,9.058283599995775,9.071535600000061,7.5643073999963235,7.5643172999843955,7.711010900005931,7.711010900005931,7.711010900005931,8.552095199993346,right,1,0.8308520000136923,None,stimuli/slotA_up.jpg,1,0,1,8.554317500005709,8.631609600008233,8.631609600008233,9.058272399997804,,,,,,,
