practice_round.thisRepN,practice_round.thisTrialN,practice_round.thisN,practice_round.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,subject,type,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,stim_left_name_feedback,stim_right_name_feedback,optimal_stim,optimal_choice,thisRow.t,notes,intro.started,key_resp_1.started,intro.stopped,instr1.started,instr1.stopped,instr2.started,key_resp_4.started,instr2.stopped,instr3.started,instr3.stopped,prac_instr.started,prac_instr.stopped,BlockInstruct.started,BlockInstr_disp.started,BlockInstruct.stopped,fixation.started,iti.started,fixation.stopped,stimuli.started,left.started,right.started,key_resp.started,stimuli.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,chosen_stim_name,chosen_stim_0,chosen_stim_1,true_accuracy,stimuli_feedback.started,left_feedback.started,right_feedback.started,stimuli_feedback.stopped,feedback.started,cumulativePts_self,outcomeDescr,outcome,feedback_text.started,feedback.stopped,instr4.started,instr4.stopped,exp_instr.started,exp_instr.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.73300300000119,,0.002370000001974404,0.01571080001303926,1.5637645999959204,1.5637789999891538,1.8335836000042036,1.8336005999881309,1.8429812999966089,2.083778900007019,2.0837930999987293,2.337210400000913,2.3372249999956694,2.6574299999920186,64.72319680001237,64.73300300000119,69.70825960001093,71.21552769999835,71.22878790000686,70.21522539999569,70.215242700011,70.25513010000577,70.25513010000577,70.25513010000577,70.70923889998812,right,0,0.4480333999963477,None,stimuli/slot2_up.jpg,0,1,0,70.7096950999985,70.73523290001322,70.73523290001322,71.21551790001104,61.27849130000686,1800,self avoid win,0,61.29176920000464,62.77239210001426,62.77242449999903,64.28054410000914,64.28055900000618,64.70697540001129,,,,,,,
