mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,sequence,blockDuration,participant,date,expName,psychopyVersion,OS,frameRate,rng_resp.keys,rng_resp.rt
"[0.3566666666666667,-0.3358333333333333,0.03833333333333333,-0.35583333333333333,-0.0425]","[0.25833333333333336,-0.30083333333333334,0.0225,0.31583333333333335,-0.335]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.061,1.8157000000029804,2.9073000000119222,3.657700000002979,4.522400000005959]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",0,0,0,0,1,,0.5,60c7a1479e71699257f4f61b,2021-06-25_13h09.44.230,corsi-backward,2021.1.2,Win32,60.38647343,,
"[-0.005833333333333334,0.31666666666666665,-0.3516666666666667,0.3075,-0.36]","[-0.33916666666666667,-0.030833333333333334,-0.295,0.2966666666666667,-0.03916666666666667]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.2164999999999964,1.8814999999999955,2.6027999999970177,3.4037999999970197,4.20170000000298]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",1,0,1,0,1,,0.5,60c7a1479e71699257f4f61b,2021-06-25_13h09.44.230,corsi-backward,2021.1.2,Win32,60.38647343,,
"[-0.31583333333333335,0.31,-0.004166666666666667,-0.04833333333333333,-0.009166666666666667]","[-0.2975,0.33166666666666667,-0.30916666666666665,0.045,0.2175]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.033100000008936,1.8863000000119214,2.7834000000059547,3.35030000001192,3.8855000000000004]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",2,0,2,0,1,,0.5,60c7a1479e71699257f4f61b,2021-06-25_13h09.44.230,corsi-backward,2021.1.2,Win32,60.38647343,,
"[-0.035833333333333335,0.2991666666666667,-0.008333333333333333,-0.3516666666666667,-0.29333333333333333,0.24833333333333332]","[0.26,0.005833333333333334,-0.32166666666666666,-0.305,-0.32083333333333336,0.25833333333333336]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.7315999999940388,1.2450999999940393,2.0697999999970165,2.784700000002978,3.1894000000059606,3.990799999997016]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",3,0,3,0,1,,0.5,60c7a1479e71699257f4f61b,2021-06-25_13h09.44.230,corsi-backward,2021.1.2,Win32,60.38647343,,
"[-0.2866666666666667,0.3591666666666667,0.0025,0.25416666666666665,-0.0575]","[0.2975,0.050833333333333335,0.3441666666666667,-0.2633333333333333,-0.005]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.065700000002984,1.7789000000059616,2.4054000000059617,3.2589000000059656,4.177]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",4,0,4,0,1,,0.5,60c7a1479e71699257f4f61b,2021-06-25_13h09.44.230,corsi-backward,2021.1.2,Win32,60.38647343,,
,,,,,,,,,,,,,,,60c7a1479e71699257f4f61b,2021-06-25_13h09.44.230,corsi-backward,2021.1.2,Win32,60.38647343,space,4.8662
