mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,sequence,blockDuration,participant,date,expName,psychopyVersion,OS,frameRate
"[0.27129631358440276,-0.01851850554898933,-0.32129628783850755,0.3416667980314422,0.3212963143294608]","[0.014814807584992162,0.216666662444671,-0.3564814942440501,0.34722221994565594,-0.2518519195693519]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.49710000002384014,1.1967000000476826,1.9463999999761565,2.8462000000476824,3.8458999999761563]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",0,0,0,0,1,,0.5,1,2021-09-13_17h56.11.326,corsi-backward,2021.1.2,Win32,61.26324818
"[0.06851853278500063,0.3222222402691841,0.0055555688838164015,0.3351852034253103,0.3222222402691841]","[-0.26296297433199706,0.27499998251873015,0.056481474872540544,-0.0712963048092745,-0.2833333450059096]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.9307000000476826,1.5643000000715261,2.1327000000476843,2.682700000047685,3.263300000071524]","[""blk5"",""blk4"",""blk3"",""blk1"",""blk2""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",1,0,1,0,1,,0.5,1,2021-09-13_17h56.11.326,corsi-backward,2021.1.2,Win32,61.26324818
