mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,sequence,blockDuration,participant,date,expName,psychopyVersion,OS,frameRate,rng_resp.keys,rng_resp.rt
"[-0.018229166666666668,-0.3359375,0.23177083333333334,0.0234375,-0.026041666666666668]","[-0.2265625,0.27734375,0.2981770833333333,-0.01171875,0.3268229166666667]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[2.6359999999999992,3.5410000000000004,4.422000000000001,5.2570000000000014,6.125]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",0,0,0,0,1,,0.5,5ebb96b6cd673a0008ace9ce,2021-06-28_16h20.03.665,corsi-backward,2021.1.2,Win32,60.0240096,,
"[-0.2513020833333333,0.25,0.028645833333333332,-0.3828125,-0.2838541666666667]","[-0.3046875,0.2994791666666667,0.048177083333333336,0.059895833333333336,0.23697916666666666]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.1159999999999997,1.9800000000000004,2.632999999999999,3.275000000000002,4.160999999999998]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",1,0,1,0,1,,0.5,5ebb96b6cd673a0008ace9ce,2021-06-28_16h20.03.665,corsi-backward,2021.1.2,Win32,60.0240096,,
"[-0.296875,-0.265625,-0.005208333333333333,0.040364583333333336,0.2786458333333333]","[0.2838541666666667,-0.032552083333333336,-0.2591145833333333,0.28125,-0.018229166666666668]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.8590000000000018,1.966000000000001,2.8119999999999976,3.7250000000000014,4.685000000000002]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",2,0,2,0,1,,0.5,5ebb96b6cd673a0008ace9ce,2021-06-28_16h20.03.665,corsi-backward,2021.1.2,Win32,60.0240096,,
"[0.2643229166666667,0.3151041666666667,-0.046875,-0.2890625,-0.03515625]","[0.3098958333333333,-0.3033854166666667,-0.20963541666666666,0.24739583333333334,0.2604166666666667]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.1529999999999987,2.3119999999999976,2.959000000000003,3.942999999999998,4.658999999999999]","[""blk2"",""blk1"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",3,0,3,0,1,,0.5,5ebb96b6cd673a0008ace9ce,2021-06-28_16h20.03.665,corsi-backward,2021.1.2,Win32,60.0240096,,
"[-0.01171875,-0.2526041666666667,-0.2552083333333333,-0.0026041666666666665,0.2734375]","[-0.3151041666666667,0.009114583333333334,-0.25,0.3125,-0.05859375]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.8810000000000002,1.982999999999997,2.831000000000003,3.7250000000000014,4.578000000000003]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",4,0,4,0,1,,0.5,5ebb96b6cd673a0008ace9ce,2021-06-28_16h20.03.665,corsi-backward,2021.1.2,Win32,60.0240096,,
,,,,,,,,,,,,,,,5ebb96b6cd673a0008ace9ce,2021-06-28_16h20.03.665,corsi-backward,2021.1.2,Win32,60.0240096,space,2.686
