mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,sequence,blockDuration,participant,date,expName,psychopyVersion,OS,frameRate,rng_resp.keys,rng_resp.rt
"[0.2989279513888889,-0.011436631944444444,-0.340390625,0.007100694444444444,-0.29931857638888887]","[0.2951258680555556,-0.2886197916666667,0.3539626736111111,-0.009409722222222222,-0.22686631944444444]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.7004000000022366,1.567800000000748,2.483500000000003,3.2508000000007478,4.117199999999258]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",0,0,0,0,1,,0.5,Kaurgu,2021-06-17_00h35.14.178,corsi-backward,2021.1.2,MacIntel,60.0024001,,
"[-0.2611545138888889,-0.2834548611111111,-0.037855902777777777,-0.012326388888888888,0.019110243055555556]","[-0.25557291666666665,0.23461371527777777,0.2534635416666667,-0.2738671875,-0.05301215277777778]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.3976000000014892,1.0985000000000014,1.5978000000007455,2.2982000000029785,2.814499999999999]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",1,0,1,0,1,,0.5,Kaurgu,2021-06-17_00h35.14.178,corsi-backward,2021.1.2,MacIntel,60.0024001,,
"[0.28085503472222223,0.25378038194444447,-0.3901605902777778,-0.32122395833333334,-0.042322048611111114]","[0.3327690972222222,-0.05299045138888889,0.3575130208333333,-0.2715972222222222,0.26862847222222225]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.28309999999776636,0.8000999999977623,1.4661999999992545,2.201599999997768,2.8348999999985125]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",2,0,2,0,1,,0.5,Kaurgu,2021-06-17_00h35.14.178,corsi-backward,2021.1.2,MacIntel,60.0024001,,
"[-0.26372395833333334,0.2594574652777778,0.0619921875,-0.25293836805555553,0.21531684027777778]","[-0.07341579861111111,0.3406206597222222,-0.31182725694444446,-0.3194444444444444,-0.3262890625]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.3512000000029829,1.0334999999999965,1.6509999999999962,2.183100000001488,2.9163000000007457]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",3,0,3,0,1,,0.5,Kaurgu,2021-06-17_00h35.14.178,corsi-backward,2021.1.2,MacIntel,60.0024001,,
"[0.30475260416666666,0.3191189236111111,0.03203125,-0.34655381944444447,-0.06700954861111111]","[0.2989453125,-0.009370659722222223,0.33477430555555554,0.3028428819444444,0.004331597222222222]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.1826000000014929,0.9154000000022364,1.5166999999992612,2.1655000000000015,2.8500000000000014]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",4,0,4,0,1,,0.5,Kaurgu,2021-06-17_00h35.14.178,corsi-backward,2021.1.2,MacIntel,60.0024001,,
,,,,,,,,,,,,,,,Kaurgu,2021-06-17_00h35.14.178,corsi-backward,2021.1.2,MacIntel,60.0024001,space,5.899
