mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,sequence,blockDuration,participant,date,expName,psychopyVersion,OS,frameRate,rng_resp.keys,rng_resp.rt
"[-0.29074074074074074,-0.05648148148148148,-0.041666666666666664,-0.032407407407407406,-0.34074074074074073]","[0.25277777777777777,0.25462962962962965,0.001851851851851852,-0.24722222222222223,-0.25833333333333336]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.4170000000000016,1.9250000000000043,2.3470000000000013,2.7320000000000064,3.183]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",0,0,0,0,1,,0.5,607905c3accba3e398fc1609,2022-07-25_17h55.14.819,corsi-backward,2021.1.2,Win32,120.1923077,,
"[0.04537037037037037,0.3388888888888889,-0.2916666666666667,-0.325,-0.053703703703703705,-0.004629629629629629]","[0.2574074074074074,-0.29074074074074074,0.33611111111111114,0.01574074074074074,-0.22685185185185186,-0.2638888888888889]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.625,1.1669999999999945,1.8499999999999943,2.2590000000000003,2.6329999999999956,2.942]","[""blk5"",""blk4"",""blk2"",""blk3"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",1,0,1,0,1,,0.5,607905c3accba3e398fc1609,2022-07-25_17h55.14.819,corsi-backward,2021.1.2,Win32,120.1923077,,
"[0.25925925925925924,0.2861111111111111,0.2759259259259259,0.3287037037037037,-0.016666666666666666,-0.2824074074074074]","[0.2796296296296296,0.33425925925925926,-0.2777777777777778,-0.044444444444444446,-0.30092592592592593,0.0824074074074074]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.43300000000000693,0.9580000000000055,1.5500000000000043,1.933000000000007,2.433000000000007,2.8830000000000027]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",2,0,2,0,1,,0.5,607905c3accba3e398fc1609,2022-07-25_17h55.14.819,corsi-backward,2021.1.2,Win32,120.1923077,,
"[0.25833333333333336,-0.001851851851851852,-0.05092592592592592,0.24074074074074073,-0.27870370370370373]","[0.012037037037037037,-0.29907407407407405,0.30833333333333335,-0.3787037037037037,0.011111111111111112]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.5919999999999987,1.0829999999999984,1.8079999999999998,2.357999999999997,3.067]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",3,0,3,0,1,,0.5,607905c3accba3e398fc1609,2022-07-25_17h55.14.819,corsi-backward,2021.1.2,Win32,120.1923077,,
"[0.3768518518518518,0.4046296296296296,0.3574074074074074,-0.03425925925925926,-0.3435185185185185,-0.2777777777777778]","[-0.29074074074074074,0.28888888888888886,0.29259259259259257,0.25462962962962965,-0.27685185185185185,0.3287037037037037]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.5319999999999965,1.0079999999999956,1.340999999999994,1.948999999999998,2.523999999999994,3.0489999999999995]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",4,0,4,0,1,,0.5,607905c3accba3e398fc1609,2022-07-25_17h55.14.819,corsi-backward,2021.1.2,Win32,120.1923077,,
,,,,,,,,,,,,,,,607905c3accba3e398fc1609,2022-07-25_17h55.14.819,corsi-backward,2021.1.2,Win32,120.1923077,space,3.388
