mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,sequence,blockDuration,participant,date,expName,psychopyVersion,OS,frameRate,rng_resp.keys,rng_resp.rt
"[0.30648148148148147,-0.2851851851851852,0.018518518518518517,0.014814814814814815,-0.33240740740740743]","[-0.022222222222222223,0.027777777777777776,-0.03611111111111111,-0.23333333333333334,-0.325]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[2.4004999999999974,3.1163000000119183,3.6494999999999997,4.066699999988078,4.633399999976156]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",0,0,0,0,1,,0.5,5e2de92d8844873da01af947,2021-07-07_21h58.15.048,corsi-backward,2021.1.2,Win32,59.84798612,,
"[0.27314814814814814,0.009259259259259259,0.2972222222222222,-0.23981481481481481,-0.2611111111111111,-0.026851851851851852]","[-0.28055555555555556,0.31851851851851853,-0.05092592592592592,-0.24722222222222223,-0.30277777777777776,0.01574074074074074]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[3.283400000035762,3.9167000000476833,4.483300000011923,5.1833000000119185,5.616700000047686,6.099700000047683]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",1,0,1,0,1,,0.5,5e2de92d8844873da01af947,2021-07-07_21h58.15.048,corsi-backward,2021.1.2,Win32,59.84798612,,
"[0.024074074074074074,-0.2361111111111111,0.2601851851851852,-0.2611111111111111,0.32685185185185184]","[-0.3138888888888889,0.02962962962962963,-0.3425925925925926,-0.30833333333333335,0.2824074074074074]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.6835000000000022,2.25,2.766300000011924,4.649999999999999,5.199800000011919]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",2,0,2,0,1,,0.5,5e2de92d8844873da01af947,2021-07-07_21h58.15.048,corsi-backward,2021.1.2,Win32,59.84798612,,
"[-0.01574074074074074,0.011111111111111112,0.30648148148148147,-0.32037037037037036,-0.29259259259259257]","[0.006481481481481481,-0.2962962962962963,-0.32685185185185184,0.3194444444444444,0.03611111111111111]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.8164000000357632,1.366500000000002,1.8834000000357634,2.6667000000476833,3.2497000000476817]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",3,0,3,0,1,,0.5,5e2de92d8844873da01af947,2021-07-07_21h58.15.048,corsi-backward,2021.1.2,Win32,59.84798612,,
"[0.006481481481481481,0.2851851851851852,-0.33611111111111114,0.2518518518518518,0.02962962962962963]","[0.016666666666666666,0.2537037037037037,0.32222222222222224,-0.001851851851851852,-0.3148148148148148]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.6003999999761547,1.117300000011916,1.63360000002384,2.1831999999880765,2.6833000000119185]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",4,0,4,0,1,,0.5,5e2de92d8844873da01af947,2021-07-07_21h58.15.048,corsi-backward,2021.1.2,Win32,59.84798612,,
,,,,,,,,,,,,,,,5e2de92d8844873da01af947,2021-07-07_21h58.15.048,corsi-backward,2021.1.2,Win32,59.84798612,space,4.3111
