sequence,blockDuration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrText.started,endInstructions.started,instructions.stopped,ISI.started,blank.started,ISI.stopped,trial.started,blk1.started,blk2.started,blk3.started,blk4.started,blk5.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,rng.started,participant,date,expName,psychopyVersion,frameRate,expStart,
"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,0,0,0,0,0.7029765999759547,,0.009522399981506169,0.022844299965072423,0.022844299965072423,0.6770154999685474,0.6920066999737173,0.7029765999759547,1.183328499959316,1.1833475999883376,1.1964703999692574,1.1964703999692574,1.1964703999692574,1.1964703999692574,1.1964703999692574,3.0206769999931566,7.789098299981561,"[-0.3277777777777778, 0.10648148148148148, -0.23148148148148148, 0.37777777777777777, -0.1037037037037037]","[0.09814814814814815, 0.06111111111111111, -0.0824074074074074, 0.2074074074074074, 0.002777777777777778]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0.9476396999671124, 1.8945360999787226, 2.3480089000076987, 3.0682443999685347, 3.588443099986762]","['blk1', 'blk2', 'blk3', 'blk5', 'blk4']",,cris,2024-03-06_03h22.48.318,corsi-backward,2023.2.3,74.98213549676034,2024-03-06 03h22.57.781274 -0300,
"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,1,0,1,0,7.798940099950414,,,,,,7.790082199964672,7.798940099950414,8.29252199997427,8.292531899991445,8.305788500001654,8.305788500001654,8.305788500001654,8.305788500001654,8.305788500001654,3.017043499974534,13.911647700006142,"[-0.35555555555555557, 0.35555555555555557, -0.049074074074074076, -0.39444444444444443, 0.009259259259259259]","[0.025, -0.10462962962962963, -0.24537037037037038, 0.20925925925925926, -0.1935185185185185]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0.6140957000316121, 1.10751679999521, 1.6010427000001073, 2.1213261000229977, 2.6014144000364468]","['blk4', 'blk2', 'blk3', 'blk1', 'blk3', 'blk5']",,cris,2024-03-06_03h22.48.318,corsi-backward,2023.2.3,74.98213549676034,2024-03-06 03h22.57.781274 -0300,
"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,2,0,2,0,13.921225099998992,,,,,,13.912337699963246,13.921225099998992,14.414835599949583,14.414845399965998,14.428071399976034,14.428071399976034,14.428071399976034,14.428071399976034,14.428071399976034,3.017117999959737,20.261075599992182,"[0.3712962962962963, 0.38055555555555554, -0.2851851851851852, -0.13055555555555556, 0.10092592592592593, 0.09259259259259259]","[-0.27037037037037037, 0.2518518518518518, -0.027777777777777776, 0.30462962962962964, 0.3388888888888889, 0.3675925925925926]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0.8142895000055432, 1.2811933000339195, 1.8410847000195645, 2.1747154000331648, 2.4814601000398397, 2.8284647000255063]","['blk1', 'blk2', 'blk3', 'blk5', 'blk4']",,cris,2024-03-06_03h22.48.318,corsi-backward,2023.2.3,74.98213549676034,2024-03-06 03h22.57.781274 -0300,
"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,3,0,3,0,20.270277599978726,,,,,,20.261878399993293,20.270277599978726,20.7638578999904,20.76386750000529,20.77713069994934,20.77713069994934,20.77713069994934,20.77713069994934,20.77713069994934,3.016621800023131,25.276218299986795,"[-0.17592592592592593, -0.32222222222222224, -0.1925925925925926, -0.2111111111111111]","[0.35833333333333334, 0.15092592592592594, 0.01574074074074074, -0.10462962962962963]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.5082279999624006, 0.8541194999706931, 1.2146018999628723, 1.4946130000171252]","['blk5', 'blk2', 'blk1', 'blk3', 'blk4']",,cris,2024-03-06_03h22.48.318,corsi-backward,2023.2.3,74.98213549676034,2024-03-06 03h22.57.781274 -0300,
"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,4,0,4,0,25.285477400000673,,,,,,25.276969700003974,25.285477400000673,25.7791092999978,25.779118499951437,25.792467699968256,25.792467699968256,25.792467699968256,25.792467699968256,25.792467699968256,3.016793599992525,32.42507349996595,"[-0.12407407407407407, 0.2037037037037037, 0.19907407407407407, 0.43796296296296294, 0.3814814814814815, 0.33425925925925926, 0.38425925925925924]","[-0.25277777777777777, -0.13796296296296295, -0.36574074074074076, 0.24537037037037038, 0.2712962962962963, 0.32685185185185184, 0.20462962962962963]","[1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[1.7212146000238135, 2.014549200015608, 2.268187100009527, 2.614924900000915, 2.921597499982454, 3.188416299992241, 3.6284537999890745]","['blk2', 'blk3', 'blk1', 'blk4', 'blk5']",,cris,2024-03-06_03h22.48.318,corsi-backward,2023.2.3,74.98213549676034,2024-03-06 03h22.57.781274 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.42564939998556,,,,,,,
