mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,sequence,blockDuration,participant,date,expName,psychopyVersion,OS,frameRate
"[0.006666666666666667,-0.23666666666666666,0.33444444444444443,0.016666666666666666,-0.3211111111111111]","[0.31333333333333335,0.32555555555555554,-0.2644444444444444,-0.07222222222222222,0.008888888888888889]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.7489999999999988,1.1829999999999998,1.7669999999999995,2.233999999999998,2.817]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",0,0,0,0,1,,0.5,mminieri,2021-06-17_19h56.30.341,corsi-backward,2021.1.2,MacIntel,58.82352941
"[0.2822222222222222,-0.3211111111111111,-0.2866666666666667,0.057777777777777775,-0.25555555555555554,0.3233333333333333]","[-0.29444444444444445,-0.06222222222222222,-0.027777777777777776,-0.028888888888888888,0.2866666666666667,0.32555555555555554]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[1.017000000000003,1.4990000000000023,2.067,2.4840000000000018,3.0500000000000007,3.6830000000000034]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",1,0,1,0,1,,0.5,mminieri,2021-06-17_19h56.30.341,corsi-backward,2021.1.2,MacIntel,58.82352941
"[0.02,-0.2311111111111111,-0.011111111111111112,-0.2922222222222222,0.2833333333333333,0.2822222222222222]","[0.3333333333333333,0.03222222222222222,-0.31,-0.2722222222222222,0.04,0.027777777777777776]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[1.416999999999998,1.8829999999999991,2.7489999999999988,3.333000000000002,3.849999999999998,4.3820000000000014]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",2,0,2,0,1,,0.5,mminieri,2021-06-17_19h56.30.341,corsi-backward,2021.1.2,MacIntel,58.82352941
"[0.28,0.27555555555555555,0.35,-0.33111111111111113,-0.31]","[-0.29888888888888887,0.2877777777777778,0.0033333333333333335,0.23333333333333334,-0.23]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[10.36800000000001,11.268,15.685000000000002,16.268,16.833999999999996]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",3,0,3,0,1,,0.5,mminieri,2021-06-17_19h56.30.341,corsi-backward,2021.1.2,MacIntel,58.82352941
"[-0.28555555555555556,0.30777777777777776,-0.015555555555555555,0.33444444444444443,0.043333333333333335]","[-0.042222222222222223,0.2966666666666667,-0.0033333333333333335,-0.2477777777777778,-0.2477777777777778]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.818000000000005,3.283999999999999,5.417000000000016,5.951000000000008,6.368000000000009]","[""blk5"",""blk4"",""blk1"",""blk2"",""blk3""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",4,0,4,0,1,,0.5,mminieri,2021-06-17_19h56.30.341,corsi-backward,2021.1.2,MacIntel,58.82352941
