mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,sequence,blockDuration,participant,date,expName,psychopyVersion,OS,frameRate,rng_resp.keys,rng_resp.rt
"[0.3328450520833333,-0.010738570601851852,0.003150318287037037,-0.2573314525462963,-0.2824074074074074,0.34864366319444445]","[-0.36419270833333334,-0.34428168402777776,0.022873263888888887,-0.22719907407407408,-0.28125,0.3573603877314815]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[2.591399999976158,2.874100000023841,3.2582999999523174,3.6747000000476824,4.0082999999523174,4.709]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",0,0,0,0,1,,0.5,60fcca73c1933a5871d97296,2021-08-03_16h32.33.182,corsi-backward,2021.1.2,MacIntel,59.94125757,,
"[-0.31708622685185184,0.2711443865740741,-0.0016203703703703703,0.03618344907407407,-0.25257884837962963]","[-0.27298538773148145,-0.23059534143518517,-0.05391710069444444,0.3092375578703704,0.006929976851851852]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.184800000071526,2.0688999999761535,2.451999999999998,2.8858999999761537,3.369399999976153]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",1,0,1,0,1,,0.5,60fcca73c1933a5871d97296,2021-08-03_16h32.33.182,corsi-backward,2021.1.2,MacIntel,59.94125757,,
"[0.06574074074074074,0.2599609375,0.011302806712962963,-0.04005714699074074,-0.04048032407407407,-0.24256004050925925,-0.2557291666666667]","[-0.04800708912037037,-0.3753399884259259,-0.30616319444444445,0.32353877314814816,0.22365813078703703,0.028946035879629628,-0.00771484375]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.41550000000000153,0.8157999999523184,1.2326000000238437,1.7001000000238449,2.0002999999523183,2.3689999999999998,2.6187999999523157]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",2,0,2,0,1,,0.5,60fcca73c1933a5871d97296,2021-08-03_16h32.33.182,corsi-backward,2021.1.2,MacIntel,59.94125757,,
"[0.04541377314814815,0.07573061342592592,-0.24700520833333334,-0.3033130787037037,0.26988208912037037]","[0.2783817997685185,-0.30870587384259257,-0.2716652199074074,0.03365162037037037,-0.3058521412037037]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.1233000000715307,1.7732000000476873,2.307000000000002,2.724500000000006,3.2582000000476867]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",3,0,3,0,1,,0.5,60fcca73c1933a5871d97296,2021-08-03_16h32.33.182,corsi-backward,2021.1.2,MacIntel,59.94125757,,
"[-0.302369068287037,-0.3538411458333333,-0.3057834201388889,0.04527271412037037,0.34728009259259257,-0.24321108217592594]","[0.2179542824074074,-0.3567925347222222,-0.30226417824074076,-0.3304325810185185,-0.3195927372685185,-0.030150462962962962]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[3.920199999928478,4.442599999904637,4.758899999976158,5.110199999928476,5.377399999976163,5.827500000000001]","[""blk5"",""blk4"",""blk2"",""blk3"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",4,0,4,0,1,,0.5,60fcca73c1933a5871d97296,2021-08-03_16h32.33.182,corsi-backward,2021.1.2,MacIntel,59.94125757,,
,,,,,,,,,,,,,,,60fcca73c1933a5871d97296,2021-08-03_16h32.33.182,corsi-backward,2021.1.2,MacIntel,59.94125757,space,2.4751
