mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,sequence,blockDuration,participant,date,expName,psychopyVersion,OS,frameRate
"[-0.30185185185185187,0.004629629629629629,-0.2490740740740741,0.010185185185185186,0.23425925925925925,0.25277777777777777]","[-0.017592592592592594,-0.2814814814814815,-0.31851851851851853,-0.05462962962962963,-0.32685185185185184,-0.32222222222222224]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.6189999999999998,1.0710000000000015,1.4879999999999995,1.9570000000000007,2.4080000000000013,2.7089999999999996]","[""blk5"",""blk3"",""blk4"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",0,0,0,0,1,,0.5,hubertw,2021-06-02_10h37.49.183,corsi-backward,2021.1.2,Win32,60.0240096
"[-0.337037037037037,0.18425925925925926,0.2722222222222222,-0.06944444444444445,0.046296296296296294,0.30648148148148147]","[-0.028703703703703703,0.22037037037037038,0.26481481481481484,-0.287962962962963,-0.009259259259259259,-0.32037037037037036]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.5010000000000012,0.9869999999999983,1.4379999999999988,1.9229999999999983,2.391000000000002,2.91]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",1,0,1,0,1,,0.5,hubertw,2021-06-02_10h37.49.183,corsi-backward,2021.1.2,Win32,60.0240096
"[0.37037037037037035,0.008333333333333333,0.001851851851851852,0.22777777777777777,-0.2740740740740741]","[-0.25925925925925924,-0.2953703703703704,0.03796296296296296,0.037037037037037035,-0.29444444444444445]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.2839999999999989,0.6189999999999998,1.036999999999999,1.3039999999999985,1.9059999999999988]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",2,0,2,0,1,,0.5,hubertw,2021-06-02_10h37.49.183,corsi-backward,2021.1.2,Win32,60.0240096
"[0.3111111111111111,-0.29259259259259257,0.008333333333333333,-0.2759259259259259,-0.27685185185185185]","[0.26944444444444443,-0.30925925925925923,-0.3101851851851852,0.25925925925925924,-0.004629629629629629]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.2669999999999959,0.8019999999999996,1.1699999999999946,1.7559999999999931,2.022999999999996]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",3,0,3,0,1,,0.5,hubertw,2021-06-02_10h37.49.183,corsi-backward,2021.1.2,Win32,60.0240096
"[-0.2972222222222222,-0.3509259259259259,-0.012962962962962963,-0.2712962962962963,-0.2722222222222222,-0.09166666666666666]","[-0.03333333333333333,-0.34629629629629627,-0.25277777777777777,0.23148148148148148,0.25925925925925924,0.24537037037037038]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.5019999999999953,0.7530000000000001,1.070999999999998,1.4719999999999942,1.7399999999999949,1.9569999999999936]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",4,0,4,0,1,,0.5,hubertw,2021-06-02_10h37.49.183,corsi-backward,2021.1.2,Win32,60.0240096
