instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,end.started
0.0003,0.8021,,-0.168220486,-0.116701389,1,0,0,0.7994,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,0.8092,"[[0.62875,-0.1825],[-0.4075,0.11875],[-0.12125,-0.12625],[0.4625,0.35875],[-0.01125,-0.295],[-0.3575,-0.05625],[0.05875,-0.0575],[0.57875,-0.31375],[-0.24625,0.04375]]",1.3018,1.3035,1.8012,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,1.8017,2.3019,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,2.3025,2.8008,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,2.8013,8.6519,"[-0.08225260416666667,0.07418402777777777,0.06425347222222222,0.041762152777777777,0.01674045138888889,0.41553819444444445,0.42977430555555557]","[-0.1288107638888889,-0.08019965277777778,-0.23237847222222222,-0.24640625,-0.29390190972222224,-0.4450868055555556,-0.4016970486111111]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[1.716099999999627,3.4154999999999998,3.832200000000187,4.199099999999627,4.5492000000001855,5.498799999999813,5.8485]","[""blk3"",""blk7"",""blk5""]","[0,0,0]",0,8.6529,9.6523,0,0,0,0,1,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,9.6529,"[[-0.01875,0.235],[-0.6025,0.0725],[-0.45875,-0.3],[0.45375,0.175],[-0.24625,0.04375],[0.30125,-0.0175],[0.4125,-0.1325],[-0.26625,0.235],[0.03125,-0.41]]",10.1522,10.153,10.6509,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,10.6514,11.1521,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,11.1527,11.652,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,11.6522,13.6685,"[-0.019322916666666665,-0.5998828125,-0.4777387152777778,0.5267578125]","[0.24704427083333333,0.069375,-0.27195746527777775,-0.4148090277777778]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.41519999999925616,0.915899999999441,1.3484999999999996,2.0151999999992576]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,13.6686,14.6694,1,0,1,0,1,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,14.6698,"[[0.45375,0.175],[-0.26625,0.235],[0.05875,-0.0575],[0.30125,-0.0175],[-0.01875,0.235],[0.4125,-0.1325],[-0.68625,-0.225],[-0.09875,0.065],[-0.16125,-0.28]]",15.1693,15.1705,15.669,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,15.6696,16.1686,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,16.1688,16.6675,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,16.6678,17.1686,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,17.1688,20.4031,"[0.4762890625,-0.24802083333333333,0.031827256944444444,0.30767795138888887,0.5039192708333333]","[0.1711545138888889,0.27203125,-0.042152777777777775,-0.014969618055555555,-0.38165364583333333]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.7484000000003732,1.3159000000003722,1.7658000000007448,2.2492000000001866,3.2330000000000005]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,20.4037,21.4027,2,0,2,0,1,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,21.4033,"[[0.16625,0.3825],[-0.24625,0.04375],[0.05875,-0.0575],[0.03125,-0.41],[0.22,0.2425],[-0.675,0.29875],[0.62875,-0.1825],[0.4125,-0.1325],[-0.18625,0.41125]]",21.9017,21.9029,22.4026,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,22.4031,22.9028,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,22.9033,23.4014,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,23.4019,23.9026,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,23.9031,24.4023,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,24.4024,28.136,"[0.18294270833333334,-0.21071180555555555,0.03713107638888889,0.04731770833333333,0.1912934027777778,0.1912934027777778,0.4885329861111111]","[0.4059244791666667,0.04908420138888889,-0.42159722222222223,-0.012395833333333333,0.188046875,0.20765190972222222,-0.4123394097222222]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.41600000000000037,1.016200000000186,1.682500000000001,2.1819999999999986,2.716099999999628,3.0330000000000013,3.7327999999998127]","[""blk1"",""blk2"",""blk4"",""blk3"",""blk5""]","[1,1,0,0,1]",0,28.1364,29.1358,3,0,3,0,1,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,29.1362,"[[0.365,-0.27625],[0.03125,-0.41],[-0.6025,0.0725],[0.6375,0.27375],[-0.45875,-0.3],[-0.01125,-0.295],[0.4625,0.35875],[-0.3575,-0.05625],[0.25625,0.0975]]",29.6355,29.6367,30.1362,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,30.1367,30.6364,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,30.6368,31.136,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,31.1366,31.6363,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,31.6368,32.1361,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,32.1363,36.7033,"[0.372890625,0.03056423611111111,-0.5858289930555556,0.6873133680555555,-0.4937152777777778,0.4977907986111111,0.4977907986111111]","[-0.27046875,-0.45002170138888886,0.11774305555555556,0.2949565972222222,-0.3223958333333333,-0.3685026041666667,-0.38805989583333333]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.3817999999998136,0.9652999999998144,1.6643999999994392,2.4652999999998144,3.298599999999624,3.915099999999626,4.565399999999443]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,36.7036,37.7027,4,0,4,0,1,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,37.7032,"[[-0.24625,0.04375],[-0.35125,0.36625],[-0.26625,0.235],[0.16625,0.3825],[-0.01875,0.235],[-0.3575,-0.05625],[0.45375,0.175],[0.4125,-0.1325],[-0.01125,-0.295]]",38.2024,38.2029,38.7029,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,38.7035,39.2019,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,39.2022,39.7023,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,39.7027,40.202,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,40.2023,40.7019,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,40.7023,41.2029,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,41.2031,45.7535,"[-0.35565104166666667,-0.289765625,0.22375434027777777,0.18036892361111112,-0.035520833333333335,-0.4041666666666667,-0.08678819444444444,-0.031050347222222222,0.5237065972222222]","[0.38897135416666667,0.23608506944444443,0.4323003472222222,0.40747395833333333,0.24773003472222221,-0.07978732638888889,-0.3144921875,-0.30713107638888887,-0.3979730902777778]","[1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0]","[0.38190000000037827,0.7820000000000036,1.2987999999998152,1.615600000000562,1.9319000000003754,2.5156000000005605,3.6992000000001894,4.015100000000558,4.5489999999999995]","[""blk2"",""blk3"",""blk4"",""blk5"",""blk6"",""blk9""]","[0,0,0,0,0,0]",0,45.7542,46.7533,5,0,5,0,1,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,46.754,"[[-0.18625,0.41125],[0.1925,-0.295],[0.45375,0.175],[-0.09875,0.065],[-0.285,-0.27125],[-0.24625,0.04375],[0.54,0.03625],[0.6375,0.27375],[-0.6025,0.0725]]",47.2529,47.2537,47.7535,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,47.7538,48.2533,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,48.2539,48.7521,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,48.7525,49.2528,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,49.2531,49.7532,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,49.754,50.2522,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,50.2523,55.6367,"[-0.17776475694444444,0.17147135416666667,0.4753602430555556,-0.06201822916666667,-0.3032855902777778,-0.3032855902777778,-0.27874131944444447,0.4728776041666667]","[0.4230598958333333,-0.3129513888888889,0.17571180555555554,0.04513888888888889,-0.21561631944444445,-0.24022135416666668,0.013120659722222223,-0.4181987847222222]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[0.4495999999996272,1.131999999999998,1.883200000000187,2.5165999999996274,3.099499999999999,3.382599999999627,4.682000000000002,5.383000000000003]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6""]","[1,1,1,1,1,1]",1,55.6371,56.6353,6,0,6,0,1,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,56.6357,"[[-0.45875,-0.3],[-0.675,0.29875],[0.22,0.2425],[0.1925,-0.295],[0.25625,0.0975],[0.54,0.03625],[0.62875,-0.1825],[-0.6025,0.0725],[0.16625,0.3825]]",57.1365,57.1374,57.6356,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,57.6362,58.1371,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,58.1376,58.6367,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,58.6372,59.137,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,59.1376,59.6357,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,59.6362,60.1368,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,60.1373,60.637,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,60.6372,67.286,"[-0.4295703125,-0.4417447916666667,-0.6568793402777777,0.22930555555555557,0.5138541666666666,0.5539366319444444,0.6194401041666666,-0.5287803819444444,-0.45828993055555556,0.4957465277777778,0.5042795138888889]","[-0.29583767361111113,-0.32654947916666666,0.27294270833333334,0.11828993055555556,0.03794270833333333,-0.20807725694444446,-0.19571180555555556,-0.3188888888888889,-0.30756944444444445,-0.3660329861111111,-0.38772135416666664]","[1,1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0]","[0.04870000000018848,1.1823000000007582,1.8324000000003835,2.5824000000003835,3.1989000000003855,3.6820000000000093,4.1989000000003855,4.997900000000378,5.349100000000568,6.0982000000001975,6.647900000000384]","[""blk1"",""blk1"",""blk2"",""blk5"",""blk6"",""blk7"",""blk1""]","[1,1,0,0,0]",0,67.2867,68.2869,7,0,7,0,1,
,,,,,,,,,102633,001,2024-02-01_10h43.17.404,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2877
