instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,end.started
0,8.634,space,8.612,,,,,,,,110469,001,2024-02-23_15h51.45.200,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,110469,001,2024-02-23_15h51.45.200,corsi_blocks,2023.2.2,MacIntel,58.82352941,8.638,"[[0.45375,0.175],[0.22,0.2425],[0.4125,-0.1325],[0.54,0.03625],[-0.01125,-0.295],[-0.55125,-0.13375],[-0.4075,0.11875],[-0.0225,0.395],[0.365,-0.27625]]",9.134,9.137,9.635,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,110469,001,2024-02-23_15h51.45.200,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,9.636,10.134,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,110469,001,2024-02-23_15h51.45.200,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,10.134,10.634,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,110469,001,2024-02-23_15h51.45.200,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,10.636,16.651,"[0.4066666666666667,0.4388888888888889,0.22444444444444445,0.42,0.5188888888888888]","[0.11777777777777777,0.18555555555555556,0.20222222222222222,-0.13333333333333333,-0.4211111111111111]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.9949999999999974,3.2089999999999996,3.942999999999998,4.876999999999999,6.009999999999998]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,16.652,17.651,0,0,0,0,1,
,,,,,,,,,,,110469,001,2024-02-23_15h51.45.200,corsi_blocks,2023.2.2,MacIntel,58.82352941,17.652,"[[-0.55125,-0.13375],[0.03125,-0.41],[0.365,-0.27625],[0.22,0.2425],[0.25625,0.0975],[0.4625,0.35875],[0.57875,-0.31375],[0.16625,0.3825],[0.45375,0.175]]",18.15,18.152,18.651,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,110469,001,2024-02-23_15h51.45.200,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,18.652,19.151,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,110469,001,2024-02-23_15h51.45.200,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,19.152,19.651,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,110469,001,2024-02-23_15h51.45.200,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,19.651,20.151,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,110469,001,2024-02-23_15h51.45.200,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,20.151,25.718,"[-0.54,0.015555555555555555,0.41888888888888887,0.37777777777777777,0.22555555555555556,0.4955555555555556]","[-0.14666666666666667,-0.3844444444444444,-0.25555555555555554,-0.2677777777777778,0.2477777777777778,-0.41555555555555557]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[1.5449999999999982,2.3279999999999994,3.294999999999998,3.8949999999999996,4.6789999999999985,5.562000000000001]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,25.718,26.717,1,0,1,0,1,
