instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
0.0002,6.5921,,-0.137681159,-0.180124224,1,0,0,6.5891,946293,001,2024-02-19_07h42.54.890,corsi_blocks,2023.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,
,,,,,,,,,946293,001,2024-02-19_07h42.54.890,corsi_blocks,2023.2.2,Win32,60.24096386,6.6056,"[[0.57875,-0.31375],[-0.09875,0.065],[-0.485,0.34625],[0.05875,-0.0575],[0.19375,-0.17125],[0.54,0.03625],[0.28875,0.39875],[0.03125,-0.41],[0.25625,0.0975]]",7.1089,7.1113,7.609,0,0,0,0,1,,,,,,,
,,,,,,,,,946293,001,2024-02-19_07h42.54.890,corsi_blocks,2023.2.2,Win32,60.24096386,,,,7.6098,8.1076,1,0,1,0,1,,,,,,,
,,,,,,,,,946293,001,2024-02-19_07h42.54.890,corsi_blocks,2023.2.2,Win32,60.24096386,,,,8.1086,8.6082,2,0,2,0,1,,,,,,,
,,,,,,,,,946293,001,2024-02-19_07h42.54.890,corsi_blocks,2023.2.2,Win32,60.24096386,,,,,,,,,,,8.6095,0,0,0,0,1,999
