instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
0,8.288,space,8.267,,,,,,,,130097,001,2024-02-21_15h36.46.853,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,130097,001,2024-02-21_15h36.46.853,corsi_blocks,2023.2.2,Win32,60.0240096,8.294,"[[-0.55125,-0.13375],[0.4625,0.35875],[-0.24625,0.04375],[-0.0225,0.395],[-0.3575,-0.05625],[0.4125,-0.1325],[0.62875,-0.1825],[-0.285,-0.27125],[-0.45875,-0.3]]",8.788,8.789,9.287,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,130097,001,2024-02-21_15h36.46.853,corsi_blocks,2023.2.2,Win32,60.0240096,,,,9.288,9.787,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,130097,001,2024-02-21_15h36.46.853,corsi_blocks,2023.2.2,Win32,60.0240096,,,,9.79,10.288,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,130097,001,2024-02-21_15h36.46.853,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,10.288,16.488,"[-0.5347222222222222,-0.24722222222222223,0.4861111111111111,0.5208333333333334]","[-0.12361111111111112,0.059722222222222225,0.35,-0.3958333333333333]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[2.9639999999999986,3.780999999999999,5.013999999999999,6.196999999999999]","[""blk1"",""blk3"",""blk2""]","[1,0,0]",0,16.489,17.488,0,0,0,0,1,
,,,,,,,,,,,130097,001,2024-02-21_15h36.46.853,corsi_blocks,2023.2.2,Win32,60.0240096,17.488,"[[-0.0225,0.395],[-0.45875,-0.3],[0.4125,-0.1325],[-0.12125,-0.12625],[-0.68625,-0.225],[0.30125,-0.0175],[0.03125,-0.41],[0.365,-0.27625],[0.54,0.03625]]",17.987,17.989,18.488,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,130097,001,2024-02-21_15h36.46.853,corsi_blocks,2023.2.2,Win32,60.0240096,,,,18.488,18.987,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,130097,001,2024-02-21_15h36.46.853,corsi_blocks,2023.2.2,Win32,60.0240096,,,,18.988,19.487,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,130097,001,2024-02-21_15h36.46.853,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,19.487,23.637,"[-0.020833333333333332,-0.4305555555555556,0.39861111111111114,0.5111111111111111]","[0.3736111111111111,-0.2875,-0.10694444444444444,-0.4125]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.3329999999999984,2.4490000000000016,3.215,4.149000000000001]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,23.638,24.637,1,0,1,0,1,
,,,,,,,,,,,130097,001,2024-02-21_15h36.46.853,corsi_blocks,2023.2.2,Win32,60.0240096,24.637,"[[0.0675,0.07375],[-0.55125,-0.13375],[-0.01875,0.235],[0.54,0.03625],[0.45375,0.175],[0.6375,0.27375],[0.57875,-0.31375],[-0.01125,-0.295],[-0.0225,0.395]]",25.137,25.139,25.637,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,130097,001,2024-02-21_15h36.46.853,corsi_blocks,2023.2.2,Win32,60.0240096,,,,25.637,26.137,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,130097,001,2024-02-21_15h36.46.853,corsi_blocks,2023.2.2,Win32,60.0240096,,,,26.137,26.637,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,130097,001,2024-02-21_15h36.46.853,corsi_blocks,2023.2.2,Win32,60.0240096,,,,26.638,27.137,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,130097,001,2024-02-21_15h36.46.853,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,27.137,,,,,,,,,,,,,2,0,2,0,1,999
