instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0,14.869,space,14.847,,,,,,,,412754,001,2023-10-31_15h27.02.503,corsi_blocks,2023.2.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,412754,001,2023-10-31_15h27.02.503,corsi_blocks,2023.2.2,Win32,59.88023952,14.885,"[[-0.68625,-0.225],[-0.675,0.29875],[-0.45875,-0.3],[0.28875,0.39875],[0.0675,0.07375],[-0.26625,0.235],[-0.55125,-0.13375],[-0.285,-0.27125],[0.62875,-0.1825]]",15.383,15.385,15.885,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,412754,001,2023-10-31_15h27.02.503,corsi_blocks,2023.2.2,Win32,59.88023952,,,,15.886,16.385,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,412754,001,2023-10-31_15h27.02.503,corsi_blocks,2023.2.2,Win32,59.88023952,,,,16.386,16.871,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,412754,001,2023-10-31_15h27.02.503,corsi_blocks,2023.2.2,Win32,59.88023952,,,,,,,,,,,16.871,30.419,"[-0.6620370370370371,-0.45185185185185184,-0.6601851851851852,0.48333333333333334]","[0.28888888888888886,-0.29814814814814816,-0.22870370370370371,-0.4083333333333333]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[7.3309999999999995,8.068000000000001,11.938000000000006,13.540000000000003]","[""blk2"",""blk3"",""blk1""]","[0,0,0]",0,30.421,31.417,0,0,0,0,1
,,,,,,,,,,,412754,001,2023-10-31_15h27.02.503,corsi_blocks,2023.2.2,Win32,59.88023952,31.418,"[[-0.0225,0.395],[-0.485,0.34625],[-0.09875,0.065],[0.6375,0.27375],[0.03125,-0.41],[0.05875,-0.0575],[-0.24625,0.04375],[0.28875,0.39875],[-0.01875,0.235]]",31.916,31.918,32.417,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,412754,001,2023-10-31_15h27.02.503,corsi_blocks,2023.2.2,Win32,59.88023952,,,,32.418,32.918,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,412754,001,2023-10-31_15h27.02.503,corsi_blocks,2023.2.2,Win32,59.88023952,,,,32.919,33.419,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,412754,001,2023-10-31_15h27.02.503,corsi_blocks,2023.2.2,Win32,59.88023952,,,,,,,,,,,33.419,37.828,"[-0.4925925925925926,-0.05092592592592592,-0.08981481481481482,0.5185185185185185,0.5037037037037037]","[0.33611111111111114,0.4064814814814815,0.07685185185185185,-0.4324074074074074,-0.3990740740740741]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.284000000000006,1.8340000000000032,2.2989999999999995,3.1099999999999994,4.405000000000001]","[""blk2"",""blk1"",""blk3""]","[0,0,1]",0,37.829,38.823,1,0,1,0,1
,,,,,,,,,,,412754,001,2023-10-31_15h27.02.503,corsi_blocks,2023.2.2,Win32,59.88023952,38.828,"[[-0.68625,-0.225],[0.6375,0.27375],[-0.18625,0.41125],[0.4125,-0.1325],[-0.4075,0.11875],[-0.26625,0.235],[0.1925,-0.295],[-0.01125,-0.295],[-0.35125,0.36625]]",39.324,39.328,39.825,0,0,0,0,1,,,,,,,,,,,,,,,,,,
