instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order,block_sequence.order
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,29.6035,"[[0.365,-0.27625],[-0.3575,-0.05625],[0.22,0.2425],[-0.18625,0.41125],[0.1925,-0.295],[0.25625,0.0975],[0.0675,0.07375],[0.4625,0.35875],[-0.01875,0.235]]",30.0934,30.0939,30.5952,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,,,,30.5954,31.0914,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,,,,31.0921,31.5932,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,,,,31.5939,32.095,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,,,,32.0959,32.5851,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,,,,32.5854,33.084,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,,,,,,,,,,,33.0841,38.6387,"[0.3527777777777778,-0.28055555555555556,-0.44722222222222224,-0.34074074074074073,0.20833333333333334,0.19907407407407407,-0.2064814814814815,0.25277777777777777,0.49444444444444446]","[-0.26481481481481484,-0.08333333333333333,-0.05555555555555555,-0.05555555555555555,0.2351851851851852,-0.28703703703703703,0.41388888888888886,0.1175925925925926,-0.4]","[1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0]","[0.3984999999999985,1.050300000190731,1.6523000001907349,2.220800000190735,2.7113000001907324,3.274400000095369,4.010200000047682,4.617700000047684,5.554000000000002]","[""blk1"",""blk2"",""blk3"",""blk5"",""blk4"",""blk6""]","[1,1,1,0,0,1]",0,38.6389,39.6369,3,0,3,0,1,,
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,39.6375,"[[-0.18625,0.41125],[-0.09875,0.065],[-0.485,0.34625],[-0.6025,0.0725],[0.54,0.03625],[0.4625,0.35875],[0.30125,-0.0175],[0.03125,-0.41],[-0.55125,-0.13375]]",40.127,40.1274,40.6241,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,,,,40.6248,41.1136,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,,,,41.1138,41.6154,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,,,,41.6157,42.1127,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,,,,42.1134,42.6022,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,,,,42.6024,43.0984,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,,,,,,,,,,,43.0987,48.9854,"[-0.11481481481481481,-0.19537037037037036,-0.5916666666666667,0.5370370370370371,-0.5583333333333333,-0.45740740740740743,0.5083333333333333,0.48703703703703705,0.49444444444444446]","[0.06944444444444445,0.37962962962962965,0.06481481481481481,0.06666666666666667,0.3648148148148148,0.3194444444444444,0.3287037037037037,-0.44814814814814813,-0.425]","[1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0]","[1.8377000000476826,2.1608999998569445,2.5900999999046306,3.075299999952314,3.529700000047683,4.178999999999995,4.803200000047681,5.416299999952315,5.884799999952314]","[""blk2"",""blk1"",""blk4"",""blk5"",""blk3"",""blk6""]","[0,0,0,0,0,1]",0,48.986,49.9769,4,0,4,0,1,,
,,,,,,,,,,,069212,001,2024-02-01_12h30.37.407,corsi_blocks,2023.2.2,Win32,59.88023952,49.977,"[[-0.01125,-0.295],[-0.675,0.29875],[0.30125,-0.0175],[0.4625,0.35875],[0.62875,-0.1825],[0.54,0.03625],[0.6375,0.27375],[-0.09875,0.065],[-0.3575,-0.05625]]",50.4657,50.466,,0,0,0,0,1,,,,,,,,,,,,,,5,0,5,0,1,999,5
